"PSS EXPENDITURE IN 2001-02 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2001-02","...15","...16","...17","...18"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","135106.6290914171","1314.8915934172044","133791.73749799991","2273.9152746897184","137380.54436610683","136065.65277268962","14555.645313637076","1480.4501084000967","21891.992972440486","37928.088394477665","98137.564378211959","99452.45597162917","112693.20969184906","112693.20969184906",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","831532.30621399241","7485.6880158846252","824046.61819810781","13046.969036745648","844579.27525073814","837093.58723485342","1628.1495713661761","6243.4215372920962","16925.197795259763","24796.768903918033","812296.81833093544","819782.50634682004","813924.96790230158",NA,NA,NA
"BA2","Total children's services - commissioning and social work (line BA1)","831532.30621399241","7485.6880158846252","824046.61819810781","13046.969036745648","844579.27525073814","837093.58723485342","1628.1495713661761","6243.4215372920962","16925.197795259763","24796.768903918033","812296.81833093544","819782.50634682004","813924.96790230158",NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","380763.72507449839","19709.830047263753","361053.89502723463","379937.06848274771","760700.79355724622","740990.96350998234","3339.1515960083007","6528.2309150357833","17792.077450485725","27659.459961529807","713331.50354845251","733041.33359571628","716670.65514446096",NA,NA,NA
"BB2","Secure accommodation (welfare)","10590.552867967875","1431.7164464426257","9158.8364215252514","15339.11761898336","25929.670486951236","24497.954040508608","142.404","1519.2110000000002","6027.6280000000006","7689.2430000000004","16808.71104050861","18240.427486951237","16951.115040508612",NA,NA,NA
"BB3","Fostering services","450519.35419959913","1355.127769862238","449164.22642973694","177859.38033658671","628378.73453618586","627023.60676632368","1353.9110103118951","1216.8539912989622","4688.0647080862027","7258.8297096970591","619764.77705662663","621119.90482648893","621118.68806693843",NA,NA,NA
"BB4","Other children looked after services","44328.056537808974","1287.901503244326","43040.155034564639","33306.983392577975","77635.039930386949","76347.138427142621","375.15814593151259","1492.0060442442148","2292.6640000000002","4159.8281901757273","72187.310236966907","73475.21174021122","72562.468382898398",NA,NA,NA
"BB5","Total children looked after (lines BB1 to BB4)","886201.68867987441","23784.575766812948","862417.11291306163","606442.54983089573","1492644.2385107698","1468859.6627439572","5210.6247522517087","10756.30195057896","30800.434158571923","46767.360861402594","1422092.3018825548","1445876.8776493678","1427302.9266348064",NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","136635.41785897678","10571.772066206482","126063.64579277029","16868.56954352144","153503.98740249823","142932.21533629173","379.95524","666.37599999999998","2861.92173","3908.2529699999996","139023.96236629173","149595.7344324982","139403.91760629174",NA,NA,NA
"BC2","Services for under 8s","121096.19745255278","6832.4001020669366","114263.79735048584","22220.6882537538","143316.88570630661","136484.48560423966","8247.244999999999","866.70399999999995","4043.4081100000003","13157.357110000001","123327.12849423965","130159.5285963066","131574.37349423964",NA,NA,NA
"BC3","Direct payments","0","0","0","735.91259413613523","735.91259413613523","735.91259413613523","89","3","2.8343200000000004","94.834320000000005","641.07827413613518","641.07827413613518","730.07827413613518",NA,NA,NA
"BC4","Home care","14002.364276017355","26.153248091727107","13976.211027925629","7545.7983949992285","21548.162671016584","21522.009422924857","251.95390970210096","195.34971081717302","195.54031014199495","642.84393066126881","20879.165492263586","20905.318740355313","21131.119401965687",NA,NA,NA
"BC5","Equipment and adaptations","6612.3217648789887","121.73446629192783","6490.587298587061","1891.7473729788103","8504.0691378578013","8382.3346715658736","46.060295486676317","159.21690750590329","798.06823545141947","1003.3454384439992","7378.9892331218725","7500.7236994138002","7425.0495286085488",NA,NA,NA
"BC6","Other family support services","127170.2021010069","1930.6742692972143","125239.52783170967","45092.490654880523","172262.6927558874","170332.01848659018","332.36382027628292","2994.5031126194467","3839.1391330502147","7166.0060659459441","163166.01242064426","165096.68668994145","163498.37624092054",NA,NA,NA
"BC7","Total family support services (lines BC1 to BC6)","405516.50345343282","19482.734151954293","386033.76930147858","94355.206814269928","499871.71026770276","480388.9761157484","9346.5782654650593","4885.1497309425231","11740.911838643631","25972.63983505121","454416.33628069714","473899.0704326515","463762.91454616224",NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","26030.68716553487","3239.0360315168896","22791.651134017979","3833.5528596830341","29864.240025217903","26625.203993701012","1402.1554947914515","3137.094771453912","14442.01383677722","18981.264103022582","7643.9398906784281","10882.975922195317","9046.0953854698801",NA,NA,NA
"BD2","Youth offender teams","110929.58141137214","1544.1408990995119","109385.44051227263","7376.0371414929014","118305.61855286505","116761.47765376554","1651.923966741409","7526.9009084272157","17313.359528480716","26492.184403649346","90269.293250116185","91813.434149215696","91921.217216857593",NA,NA,NA
"BD3","Other youth justice services","23789.857861396125","283.32279596837327","23506.535065427754","6411.1450016577401","30201.002863053869","29917.680067085497","756.0464912101728","990.39410491362628","8609.2215340867006","10355.6621302105","19562.017936874992","19845.340732843368","20318.064428085167",NA,NA,NA
"BD4","Total youth justice (lines BD1 to BD3)","160750.12643830315","5066.4997265847751","155683.62671171836","17620.735002833677","178370.86144113683","173304.36171455201","3810.1259527430334","11654.389784794752","40364.594899344644","55829.110636882418","117475.25107766957","122541.75080425438","121285.37703041262",NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","78062.766415368023","188.48312939092469","77874.283285977101","23435.731139421528","101498.49755478956","101310.01442539864","947.72517025002855","329.87188592732087","1950.539792952216","3228.1368491295652","98081.877576269064","98270.360705659987","99029.6027465191",NA,NA,NA
"BE2","Leaving care services","68582.587436753965","442.05786433463203","68140.529572419357","30296.039290534653","98878.626727288633","98436.568862953995","326.11630499371734","256.92313096556069","3359.9732780125883","3943.0127139718666","94493.556148982141","94935.614013316765","94819.672453975858",NA,NA,NA
"BE3","Other other children's and families services","68540.946750915056","2048.330475084731","66492.616275830325","40691.561374114281","109232.50812502936","107184.17764994461","779.54752989370888","1951.0492685104075","6000.1436261765593","8730.7404245806756","98453.437225363945","100501.76770044866","99232.984755257639",NA,NA,NA
"BE4","Total other children's and families services (lines BE1 to BE3)","215186.30060303709","2678.8714688102878","212507.42913422681","94423.331804070462","309609.63240710751","306930.7609382972","2053.3890051374547","2537.8442854032892","11310.656697141367","15901.889987682107","291028.87095061515","293707.7424194254","293082.25995575258",NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","2499186.9253886393","58498.369130046922","2440688.5562585928","825888.79248881538","3325075.7178774555","3266577.3487474085","22048.867546963433","36077.107289011619","111141.79538896133","169267.77022493634","3097309.5785224726","3155807.9476525187","3119358.4460694352","813924.96790230158","815230.33395333774","1490203.1442137964"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","575273.63738105609","5267.3872799619521","570006.25010109413","10336.298533228197","585609.93591428432","580342.54863432236","2103.3419929026245","10497.615472481824","14765.331322668493","27366.288788052938","552976.25984626939","558243.64712623134","555079.60183917207",NA,NA,NA
"C2","Nursing home placements","0","0","0","1318104.1908588544","1318104.1908588544","1318104.1908588544","486375.30737841263","12677.85","19595.949897500002","518649.10727591254","799455.08358294191","799455.08358294191","1285830.3909613544",NA,NA,NA
"C3","Residential care home placements","849417.98207125417","77772.241311275706","771645.74075997854","1735480.5760679219","2584898.5581391761","2507126.3168279002","943996.68820967583","41946.937202289584","51919.128317620336","1037862.7537295858","1469263.5630983147","1547035.8044095905","2413260.2513079904",NA,NA,NA
"C4","Supported and other accommodation","20626.090905911668","1017.5748230048878","19608.516082906779","12487.686066654649","33113.776972566324","32096.202149561439","4108.3004989267165","584.22456799853592","3416.7256089240154","8109.2506758492673","23986.951473712164","25004.526296717049","28095.251972638882",NA,NA,NA
"C5","Direct payments","0","0","0","5230.868546844672","5230.868546844672","5230.868546844672","203.86241617876956","0","28","231.86241617876956","4999.0061306659036","4999.0061306659036","5202.868546844672",NA,NA,NA
"C6","Home care","747809.40169987886","2308.7459869239456","745500.65571295493","594784.54745156865","1342593.9491514475","1340285.2031645239","173915.11242634777","7364.1391592709861","17334.685231897285","198613.93681751605","1141671.2663470076","1143980.0123339316","1315586.3787733554",NA,NA,NA
"C7","Day care","218822.70796239469","19577.131238981317","199245.57672341337","84793.974397555401","303616.68235995003","284039.55112096877","17463.680546684034","2102.8550490357679","5772.7079889598444","25339.243584679643","258700.3075362891","278277.43877527042","276163.98808297311",NA,NA,NA
"C8","Equipment and adaptations","58669.447734632478","1534.1913641073425","57135.25637052513","7876.2042003015185","66545.651934933994","65011.460570826654","5224.882014407408","1470.3607925284841","4974.4487289601084","11669.691535896","53341.769034930658","54875.960399038006","58566.65104933807",NA,NA,NA
"C9","Meals","57563.348725357224","1061.7565769042687","56501.592148452954","41702.927668014498","99266.276393371707","98204.519816467437","40804.878736544313","467.12398297592688","2005.4303224911387","43277.433042011384","54927.086774456067","55988.843351360338","95731.965511000395",NA,NA,NA
"C10","Other services to older people","86345.963508651243","3307.4841456905629","83038.479362960687","78661.510868787562","165007.4743774388","161699.9902317482","6489.7734282898136","15669.38380667729","6344.5648677748741","28503.72210274198","133196.26812900626","136503.7522746968","139686.04155729606",NA,NA,NA
"C11","TOTAL OLDER PEOPLE (LINES C1 to C10)","2614528.5799891367","111846.51272684996","2502682.0672622868","3889458.7846597317","6503987.3646488683","6392140.8519220175","1680685.8276483701","92780.490033258407","126156.9722867961","1899623.2899684245","4492517.561953594","4604364.0746804439","6173203.3896019636","555079.60183917207","3727185.894241984","1890937.8935208078"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","162222.13097581145","1388.8932488902963","160833.23772692116","4456.4712466717792","166678.60222248323","165289.70897359293","714.57088945674468","1914.4197007879065","3984.5464078694604","6613.5369981141102","158676.17197547882","160065.06522436911","159390.7428649356",NA,NA,NA
"D2","Nursing home placements","0","0","0","93043.690918114371","93043.690918114371","93043.690918114371","25289.047571998672","2647.5410000000002","2067.4123037719455","30004.000875770616","63039.690042343762","63039.690042343762","88328.737614342448",NA,NA,NA
"D3","Residential care home placements","27012.45113499217","2542.7221249089844","24469.729010083185","161349.48852135966","188361.93965635181","185819.21753144282","48679.928583896697","4324.0226095652888","2699.3772068352887","55703.32840029728","130115.88913114555","132658.61125605454","178795.8177150423",NA,NA,NA
"D4","Supported and other accommodation","6372.7182635378922","103.07936553724161","6269.6388980006504","2600.7349981852726","8973.4532617231671","8870.3738961859253","1151.8290977335471","214.22194427581655","230.9169837339264","1596.9680257432899","7273.4058704426334","7376.4852359798751","8425.2349681761807",NA,NA,NA
"D5","Direct payments","0","0","0","48150.35038307614","48150.35038307614","48150.35038307614","1314.2333637724953","357.54599999999999","615.49374664104903","2287.2731104135446","45863.077272662602","45863.077272662602","47177.310636435097",NA,NA,NA
"D6","Home care","69707.859421833462","282.00662800813831","69425.852793825325","141269.13625548684","210976.99567732032","210694.98904931216","16708.695227336528","1761.015624183864","3259.5528811525205","21729.263732672913","188965.72531663926","189247.73194464738","205674.42054397575",NA,NA,NA
"D7","Day care","89719.96847482337","12182.277572681625","77537.690902141752","30439.686310052202","120159.65478487556","107977.37721219394","4385.6054153130435","364.06785626126771","3839.8742695068395","8589.5475410811505","99387.829671112806","111570.10724379442","103773.43508642583",NA,NA,NA
"D8","Equipment and adaptations","61301.086693416342","3738.2733438515188","57562.813349564814","18214.906452433246","79515.99314584957","75777.719801998057","3026.045882295321","2110.7793322424859","4292.1320317006102","9428.9572462384167","66348.762555759648","70087.035899611161","69374.80843805497",NA,NA,NA
"D9","Meals","2143.2568576056615","9.6400000000000006","2133.6168576056616","829.88670101212449","2973.1435586177863","2963.5035586177864","772.51423562499997","19","102.21755000000003","893.73178562500004","2069.7717729927863","2079.4117729927862","2842.2860086177861",NA,NA,NA
"D10","Other services to adults with a physical disability or sensory impairment","32630.47258390217","988.78332066973906","31641.689263232423","35051.830914739607","67682.303498641762","66693.520177972023","1718.407421110702","1446.9200760518627","2538.2234457663326","5703.5509429288977","60989.969235043121","61978.752555712868","62708.376656153836",NA,NA,NA
"D11","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC (LINES D1 to D10)","451109.94440592261","21235.675604547545","429874.26880137506","535406.18270113121","986516.12710705376","965280.45150250616","103760.87768853875","15159.534143368492","23629.746826977967","142550.15865888522","822730.29284362099","843965.96844816837","926491.17053215974","159390.7428649356","275549.79029756092","491550.63736966328"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:","ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1","Assessment and care management","133138.14002717778","1746.6665964765352","131391.47343070127","2315.9659422138661","135454.10596939165","133707.43937291513","485.87820111986639","7331.6986177912204","9710.1381126366141","17527.7149315477","116179.72444136742","117926.39103784395","116665.60264248728",NA,NA,NA
"E2","Nursing home placements","0","0","0","48726.367545165303","48726.367545165303","48726.367545165303","9809.900306333413","9792.241","3576.0879999999997","23178.229306333415","25548.138238831893","25548.138238831893","35358.038545165306",NA,NA,NA
"E3","Residential care home placements","220138.09539556311","15779.49831632317","204358.59707923996","997543.26806759078","1217681.3634631541","1201901.8651468309","240966.25564632082","127022.44951015007","138961.97359185838","506950.67874832929","694951.18639850162","710730.68471482466","935917.44204482238",NA,NA,NA
"E4","Supported and other accommodation","127688.57102107191","6360.6487167214682","121327.92230435042","94222.539024584359","221911.11004565627","215550.46132893482","31793.329015889663","44191.830640662825","31680.297919953846","107665.45757650633","107885.00375242847","114245.65246914992","139678.3327683181",NA,NA,NA
"E5","Direct payments","0","0","0","4897.6840780418979","4897.6840780418979","4897.6840780418979","86.022465871086624","19.734999999999999","1.002","106.75946587108662","4790.9246121708102","4790.9246121708102","4876.9470780418969",NA,NA,NA
"E6","Home care","78788.925678978383","527.05071633124612","78261.874962647125","92415.352204167415","171204.27788314578","170677.22716681455","14039.001593798057","16104.834624183866","26909.588472652482","57053.424690634405","113623.80247618014","114150.85319251139","127662.8040699782",NA,NA,NA
"E7","Day care","467781.07478559751","48274.756383907152","419506.31840169034","109079.21926196202","576860.29404755938","528585.53766365233","17539.188541857533","20612.203063455712","33557.00886406783","71708.400469381071","456877.13719427132","505151.89357817837","474416.32573612878",NA,NA,NA
"E8","Equipment and adaptations","1416.5013567123756","82.729590265632794","1333.771766446743","328.20718294629717","1744.7085396586726","1661.97894939304","9.5296031782258179","21.632930453456552","157.78609228947806","188.94862592116044","1473.0303234718792","1555.7599137375121","1482.5599266501054",NA,NA,NA
"E9","Meals","553.12011988945676","2.4849999999999999","550.63511988945663","41.866630798423174","594.98675068787998","592.50175068787996","181.28553062500001","0","19.743000000000002","201.028530625","391.47322006287993","393.95822006287995","572.75875068787991",NA,NA,NA
"E10","Other services to adults with learning disabilities","51359.370916185093","1329.7563062564302","50029.614609928656","39055.790455367278","90415.161371552371","89085.405065295941","3821.2582397696306","6056.4133600138339","15668.938051807278","25546.609651590741","63538.795413705193","64868.55171996163","67360.053653474824",NA,NA,NA
"E11","TOTAL ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES (LINES E1 to E10)","1080863.7993011756","74103.591626281632","1006760.2076748938","1388626.2603928377","2469490.0596940131","2395386.4680677317","318731.64914476336","231153.03874671095","260242.56410526589","810127.25199674012","1585259.2160709915","1659362.8076972729","1903990.8652157548","116665.60264248728","1110953.8133583057","676371.44921496173"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F:","ADULTS AGED UNDER 65 WITH  MENTAL HEALTH NEEDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F1","Assessment and care management","232812.29221642169","2346.5724128729753","230465.71980354865","8482.1565940705896","241294.44881049226","238947.87639761929","582.38606551549765","8239.0622235003539","14882.997030604229","23704.445319620081","215243.43107799921","217590.00349087216","215825.81714351469",NA,NA,NA
"F2","Nursing home placements","0","0","0","50435.074626915855","50435.074626915855","50435.074626915855","11168.243862053596","3199.1790000000001","1174.1462101944674","15541.569072248065","34893.50555466779","34893.50555466779","46061.749416721388",NA,NA,NA
"F3","Residential care home placements","36128.494779746019","3587.6819130231488","32540.812866722867","197810.83995585606","233939.33473560214","230351.65282257897","52871.840088850426","12308.049015956345","13743.726199809595","78923.615304616353","151428.03751796257","155015.71943098574","204299.87760681301",NA,NA,NA
"F4","Supported and other accommodation","23542.915211031315","2574.1041544850027","20968.811056546314","14417.984510966926","37960.899721998248","35386.79556751324","6371.0915002435331","1186.4774641745448","4549.3892834494045","12106.958247867482","23279.837319645758","25853.941474130763","29650.928819889297",NA,NA,NA
"F5","Direct payments","0","0","0","460.37909557239288","460.37909557239288","460.37909557239288","12.285","40","3.0019999999999998","55.286999999999999","405.09209557239291","405.09209557239291","417.37709557239293",NA,NA,NA
"F6","Home care","20852.394564012382","121.41915394933991","20730.975410063045","23001.865806297512","43854.260370309901","43732.841216360561","1982.0411163486983","662.18899999999996","1061.286282596282","3705.5163989449802","40027.324817415581","40148.743971364922","42009.365933764282",NA,NA,NA
"F7","Day care","64490.697031845091","5737.5785866915858","58753.118445153515","35144.670190362776","99635.36722220786","93897.788635516292","1371.2195352645019","3799.751788698698","4633.968679826663","9804.9400037898631","84092.848631726418","89830.427218418015","85464.068166990939",NA,NA,NA
"F8","Equipment and adaptations","312.64046869507285","17.088700000000003","295.55176869507284","163.66277239276999","476.30324108784282","459.2145410878428","22.435262999999999","8.4401499999999992","19.398","50.273412999999998","408.94112808784286","426.02982808784282","431.37639108784288",NA,NA,NA
"F9","Meals","122.27755711676137","2.355","119.92255711676137","343.28148644317952","465.55904355994096","463.20404355994083","213.31995250000003","0","4","217.31995250000003","245.88409105994089","248.2390910599409","459.20404355994083",NA,NA,NA
"F10","Other services to adults with mental health needs","53524.016567806728","2164.4381067734548","51359.57846103327","60092.244893935502","113616.26146174224","111451.82335496877","1018.2269058395807","8215.6117779282649","6497.4213076677788","15731.259991435627","95720.563363533147","97885.001470306612","96738.790269372723",NA,NA,NA
"F11","TOTAL ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS (LINES F1 to F10)","431785.72839667503","16551.238027795505","415234.49036887957","390352.15993281355","822137.88832948857","805586.65030169301","75613.089289615833","37658.760420258201","46569.334994148419","159841.18470402245","645745.46559767064","662296.70362546609","721358.55488728639","215825.81714351469","280012.5558434237","225520.18190034811"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G:","ASYLUM SEEKERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G1","Assessment and care management","56558.370820935379","66","56492.370820935379","1822.9730770982005","58381.343898033585","58315.343898033585","1027.723","610","3466.1379999999999","5103.8609999999999","53211.482898033581","53277.482898033581","54239.205898033579",NA,NA,NA
"G2","Unaccompanied children","48849.212193320229","168","48681.212193320229","54862.667027966047","103711.87922128628","103543.87922128628","2.0920000000000001","359.05599999999998","819.03499999999997","1180.183","102363.69622128629","102531.69622128629","102365.78822128629",NA,NA,NA
"G3","Families","112674.56123639955","102","112572.56123639955","93112.19004264049","205786.75127904004","205684.75127904004","1964.9252000000001","517.25999999999999","6365.7029999999995","8847.8881999999994","196836.86307904002","196938.86307904002","198801.78827904002",NA,NA,NA
"G4","Lone adults","108839.31475276322","200.01900000000001","108639.29575276322","86542.788155668852","195382.10290843208","195182.08390843208","1740.05792","375.36200000000002","26249.312000000002","28364.731920000002","166817.35198843208","167017.37098843209","168557.40990843208",NA,NA,NA
"G5","TOTAL ASYLUM SEEKERS (LINES G1 to G4)","326921.45900341845","536.01900000000001","326385.44000341842","236340.6183033736","563262.07730679191","562726.05830679194","4734.7981199999995","1861.6780000000001","36900.188000000002","43496.664120000001","519229.39418679191","519765.41318679194","523964.19230679196",NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H:","OTHER ADULT SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1","Assessment and care management","17465.111205401448","2333.7798000000003","15131.33140540145","790.9496849824784","18256.060890383931","15922.281090383929","106.06134601105123","538.77600000000007","1381.164","2026.0013460110513","13896.27974437288","16230.05954437288","14002.34109038393",NA,NA,NA
"H2","HIV/AIDS","12502.265874531982","63.513999999999996","12438.751874531981","7420.4613108201193","19922.727185352102","19859.213185352102","325.48860804890734","959.38697999999999","695.71209999999996","1980.5876880489072","17878.625497303197","17942.139497303197","18204.114105352102",NA,NA,NA
"H3","Substance abuse (addictions)","18199.948808621619","227.786","17972.162808621619","43248.514256344977","61448.463064966592","61220.677064966592","6160.7893188693388","4166.5169999999998","6250.6796200000008","16577.985938869337","44642.691126097256","44870.477126097263","50803.48044496659",NA,NA,NA
"H4","Other other adult services","21722.056040744803","779","20943.056040744803","22827.925189224308","44549.981229969111","43770.981229969111","2296.9670802014853","2314.1199999999999","7134.3059999999996","11745.393080201487","32025.588149767624","32804.588149767624","34322.555229969112",NA,NA,NA
"H5","TOTAL OTHER ADULT SERVICES (LINES H1 to H4)","69889.381929299852","3404.0798","66485.302129299846","74287.850441371891","144177.23237067173","140773.15257067172","8889.3063531307816","7978.7999799999998","15461.861720000001","32329.968053130782","108443.18451754094","111847.26431754095","117332.49087067174",NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I:","TOTAL PERSONAL SOCIAL SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
