FY_Ending,CASSR_CODE,GEOGRAPHY_CODE,REGION_GO_CODE,CareType_KEY,AgeBand_KEY,PrimarySupportReason_KEY,SupportSetting_KEY,Purpose_KEY,CarerSupportType_KEY,DataType_KEY,TOTALEXPENDITURE,TOTALINCOME,NETTOTALEXPENDITURE,GROSSTOTALEXPENDITURE,NETCURRENTEXPENDITURE,GROSSCURRENTEXPENDITURE
2017,102,E10000006,E12000002,2,2,5,5,,,1,0,117.41074,-117.41074,0,-117.41074,0
2017,102,E10000006,E12000002,2,2,5,6,,,1,1781.018344,288.30226,1492.716084,1781.018344,1492.716084,1781.018344
2017,102,E10000006,E12000002,2,2,5,9,,,1,22.81253,0,22.81253,22.81253,22.81253,22.81253
2017,102,E10000006,E12000002,2,2,6,2,,,1,6480.71181,1837.09956,4643.61225,4643.61225,4643.61225,4643.61225
2017,102,E10000006,E12000002,2,2,6,4,,,1,157.44397,2.03772,155.40625,155.40625,155.40625,155.40625
2017,102,E10000006,E12000002,2,2,6,5,,,1,0,2269,-2269,0,-2269,0
2017,102,E10000006,E12000002,2,2,6,9,,,1,1379.86704,108.15952,1271.70752,1271.70752,1271.70752,1271.70752
2017,102,E10000006,E12000002,2,2,7,4,,,1,0.2596,0,0.2596,0.2596,0.2596,0.2596
2017,102,E10000006,E12000002,2,2,7,7,,,1,567.6076232,288.36963,279.2379932,567.6076232,226.0508054,514.4204354
2017,102,E10000006,E12000002,2,2,7,9,,,1,218.20539,0,218.20539,218.20539,218.20539,218.20539
2017,102,E10000006,E12000002,2,2,13,2,,,1,550.54952,149.77416,400.77536,400.77536,400.77536,400.77536
2017,102,E10000006,E12000002,2,2,13,4,,,1,3.66348,0,3.66348,3.66348,3.66348,3.66348
2017,102,E10000006,E12000002,2,2,13,5,,,1,0,232.18833,-232.18833,0,-232.18833,0
2017,102,E10000006,E12000002,2,2,13,6,,,1,4085.240771,726.61061,3358.630161,4085.240771,3358.630161,4085.240771
2017,102,E10000006,E12000002,2,2,13,9,,,1,94.65594,0.6352,94.02074,94.02074,94.02074,94.02074
2017,102,E10000006,E12000002,2,3,5,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,6,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,5,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,6,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,7,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,13,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,4,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,5,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,5,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,5,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,6,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,7,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,7,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,13,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,1,4,2,,,1,328.90136,9.85772,319.04364,319.04364,319.04364,319.04364
2017,102,E10000006,E12000002,2,1,4,7,,,1,15737.83837,5758.80634,9979.032034,10764.25262,9767.032034,10552.25262
2017,102,E10000006,E12000002,2,1,5,3,,,1,-4.82939,155.39262,-160.22201,-160.22201,-160.22201,-160.22201
2017,102,E10000006,E12000002,2,1,5,5,,,1,0,45.4408,-45.4408,0,-45.4408,0
2017,102,E10000006,E12000002,2,1,5,6,,,1,256,20.63686,235.36314,256,235.36314,256
2017,102,E10000006,E12000002,2,1,5,9,,,1,20.30117,0,20.30117,20.30117,20.30117,20.30117
2017,102,E10000006,E12000002,2,1,6,5,,,1,0,229.99023,-229.99023,0,-229.99023,0
2017,102,E10000006,E12000002,2,1,6,9,,,1,162.99549,0,162.99549,162.99549,162.99549,162.99549
2017,102,E10000006,E12000002,2,1,7,2,,,1,89.43615,0,89.43615,89.43615,89.43615,89.43615
2017,102,E10000006,E12000002,2,1,7,4,,,1,19.1789,1.22268,17.95622,17.95622,17.95622,17.95622
2017,102,E10000006,E12000002,2,1,7,7,,,1,145.7759712,11.819,133.9569712,145.7759712,133.9569712,145.7759712
2017,102,E10000006,E12000002,2,1,13,2,,,1,42.90607,6.95075,35.95532,35.95532,35.95532,35.95532
2017,102,E10000006,E12000002,2,1,13,4,,,1,8.32077,0,8.32077,8.32077,8.32077,8.32077
2017,102,E10000006,E12000002,2,2,4,1,,,1,258.44087,20.44022,238.00065,258.44087,238.00065,258.44087
2017,102,E10000006,E12000002,2,2,4,4,,,1,1138.97867,0,1138.97867,1138.97867,1138.97867,1138.97867
2017,102,E10000006,E12000002,2,2,5,7,,,1,5268.26882,1781.73062,3486.5382,5268.26882,3184.755725,4966.486345
2017,102,E10000006,E12000002,2,2,6,3,,,1,1470.41583,755.80251,714.61332,736.00157,714.61332,736.00157
2017,102,E10000006,E12000002,2,2,6,6,,,1,10206.95369,3576.11725,6630.836443,10206.95369,6630.836443,10206.95369
2017,102,E10000006,E12000002,2,2,7,1,,,1,74.51709,13.27222,61.24487,74.51709,61.24487,74.51709
2017,102,E10000006,E12000002,2,2,7,5,,,1,0,33.6828,-33.6828,0,-33.6828,0
2017,102,E10000006,E12000002,2,2,13,1,,,1,997.70892,170.63575,827.07317,996.23692,827.07317,996.23692
2017,102,E10000006,E12000002,2,3,4,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,4,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,6,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,6,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,7,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,13,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,13,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,4,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,5,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,5,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,6,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,6,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,7,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,7,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,13,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,13,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,4,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,4,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,5,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,5,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,6,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,6,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,7,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,7,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,1,4,1,,,1,7430.29374,308.45607,7121.83767,7430.29374,7121.83767,7430.29374
2017,102,E10000006,E12000002,2,1,5,1,,,1,238.42303,23.12167,215.30136,238.42303,215.30136,238.42303
2017,102,E10000006,E12000002,2,1,5,7,,,1,1932.742405,187.13459,1745.607815,1836.842405,1745.607815,1836.842405
2017,102,E10000006,E12000002,2,1,6,1,,,1,5636.97759,354.45066,5282.52693,5636.09759,5282.52693,5636.09759
2017,102,E10000006,E12000002,2,1,7,1,,,1,151.57051,3.4404,148.13011,151.57051,148.13011,151.57051
2017,102,E10000006,E12000002,2,1,7,5,,,1,0,-0.88538,0.88538,0,0.88538,0
2017,102,E10000006,E12000002,2,1,13,1,,,1,246.15647,9.54942,236.60705,246.15647,236.60705,246.15647
2017,102,E10000006,E12000002,2,1,13,7,,,1,170.5935609,87.73596,82.85760089,170.5935609,82.85760089,170.5935609
2017,102,E10000006,E12000002,2,3,4,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,4,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,4,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,4,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,4,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,5,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,5,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,5,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,5,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,5,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,6,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,6,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,6,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,6,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,7,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,7,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,7,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,7,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,7,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,7,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,13,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,13,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,13,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,13,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,4,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,4,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,4,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,4,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,4,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,4,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,5,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,5,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,5,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,6,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,6,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,6,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,6,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,1,4,5,,,1,0,1027.39761,-1027.39761,0,-1027.39761,0
2017,102,E10000006,E12000002,2,1,4,6,,,1,1311.162897,58.28315,1252.879747,1311.162897,1252.879747,1311.162897
2017,102,E10000006,E12000002,2,1,5,2,,,1,992.15285,15.60088,976.55197,976.55197,976.55197,976.55197
2017,102,E10000006,E12000002,2,1,5,4,,,1,1625.47748,0,1625.47748,1625.47748,1625.47748,1625.47748
2017,102,E10000006,E12000002,2,1,6,2,,,1,1072.79931,140.47923,932.32008,932.32008,932.32008,932.32008
2017,102,E10000006,E12000002,2,1,6,4,,,1,579.43919,0.26076,579.17843,579.17843,579.17843,579.17843
2017,102,E10000006,E12000002,2,1,7,9,,,1,7.10293,0,7.10293,7.10293,7.10293,7.10293
2017,102,E10000006,E12000002,2,1,13,5,,,1,0,12.52237,-12.52237,0,-12.52237,0
2017,102,E10000006,E12000002,2,1,13,6,,,1,116.6515249,13.8014,102.8501249,116.6515249,102.8501249,116.6515249
2017,102,E10000006,E12000002,2,1,13,9,,,1,1.465,0,1.465,1.465,1.465,1.465
2017,102,E10000006,E12000002,2,2,4,3,,,1,1013.53196,0.0724,1013.45956,1013.53196,1013.45956,1013.53196
2017,102,E10000006,E12000002,2,2,4,9,,,1,71.5796,0,71.5796,71.5796,71.5796,71.5796
2017,102,E10000006,E12000002,2,2,5,1,,,1,348.63469,51.19498,297.43971,348.63469,297.43971,348.63469
2017,102,E10000006,E12000002,2,2,6,1,,,1,6876.10792,1375.93289,5500.17503,6870.5452,5500.17503,6870.5452
2017,102,E10000006,E12000002,2,2,6,7,,,1,36528.21751,17240.74378,19287.47373,34119.12251,16533.89107,31365.53985
2017,102,E10000006,E12000002,2,2,7,2,,,1,76.76483,13.44985,63.31498,63.31498,63.31498,63.31498
2017,102,E10000006,E12000002,2,2,7,3,,,1,7.25235,0,7.25235,7.25235,7.25235,7.25235
2017,102,E10000006,E12000002,2,2,7,6,,,1,123.9559079,20.97104,102.9848679,123.9559079,102.9848679,123.9559079
2017,102,E10000006,E12000002,2,2,13,3,,,1,118.82774,8.48771,110.34003,110.34003,110.34003,110.34003
2017,102,E10000006,E12000002,2,2,13,7,,,1,13889.04001,4331.02669,9558.013317,13889.04001,8604.816038,12935.84273
2017,102,E10000006,E12000002,2,3,4,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,5,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,5,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,6,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,7,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,13,1,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,3,13,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,4,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,5,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,5,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,6,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,7,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,7,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,13,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,13,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,13,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,4,5,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,4,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,5,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,5,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,6,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,6,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,6,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,7,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,7,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,3,,2,,,,1,24461,13299,11162,11162,11162,11162
2017,102,E10000006,E12000002,3,,8,,,,1,15755,6901,8854,8854,8854,8854
2017,102,E10000006,E12000002,3,,9,,,,1,0,0,0,0,0,0
2017,102,E10000006,E12000002,3,,11,,,,1,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,1,4,,2,,1,86.83450863,86.83450863,0,0,0,0
2017,102,E10000006,E12000002,4,2,4,,1,,1,13.82639,0,13.82639,13.82639,13.82639,13.82639
2017,102,E10000006,E12000002,4,2,5,,2,,1,247.1496189,247.1496189,0,0,0,0
2017,102,E10000006,E12000002,4,2,6,,2,,1,5417.239328,5417.139808,0.09952,0.09952,0.09952,0.09952
2017,102,E10000006,E12000002,4,2,7,,2,,1,73.36895732,73.36895732,0,0,0,0
2017,102,E10000006,E12000002,4,2,13,,2,,1,431.6915572,431.6915572,0,0,0,0
2017,102,E10000006,E12000002,4,4,7,,1,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,5,5,,1,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,5,6,,1,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,5,7,,1,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,5,13,,1,,2,0,0,0,0,0,0
2017,104,E06000057,E12000001,2,1,4,3,,,1,5085,508,4577,4577,4533,4533
2017,104,E06000057,E12000001,2,1,4,6,,,1,165,33,132,132,132,132
2017,104,E06000057,E12000001,2,1,5,3,,,1,314,106,208,208,208,208
2017,104,E06000057,E12000001,2,1,6,3,,,1,239,4,235,235,235,235
2017,104,E06000057,E12000001,2,1,6,4,,,1,0,0,0,0,0,0
2017,104,E06000057,E12000001,2,1,6,9,,,1,28,2,26,26,25,25
2017,104,E06000057,E12000001,2,1,13,3,,,1,7,0,7,7,7,7
2017,104,E06000057,E12000001,2,2,4,2,,,1,1132,139,993,993,993,993
2017,104,E06000057,E12000001,2,2,4,4,,,1,0,0,0,0,0,0
2017,104,E06000057,E12000001,2,2,4,7,,,1,3227,212,3015,3015,3005,3005
2017,104,E06000057,E12000001,2,2,4,9,,,1,484,45,439,441,425,427
2017,104,E06000057,E12000001,2,2,5,3,,,1,263,27,236,236,236,236
2017,104,E06000057,E12000001,2,2,5,6,,,1,910,172,738,738,738,738
2017,104,E06000057,E12000001,2,2,5,7,,,1,3346,735,2611,2611,2611,2611
2017,104,E06000057,E12000001,2,2,6,2,,,1,8827,72,8755,8755,8755,8755
2017,104,E06000057,E12000001,2,2,6,5,,,1,0,8853,-8853,0,-8853,0
2017,104,E06000057,E12000001,2,2,6,6,,,1,4368,120,4248,4248,4248,4248
2017,104,E06000057,E12000001,2,2,6,7,,,1,7950,92,7858,7858,7858,7858
2017,104,E06000057,E12000001,2,2,7,2,,,1,117,1,116,116,116,116
2017,104,E06000057,E12000001,2,2,7,3,,,1,4,0,4,4,4,4
2017,104,E06000057,E12000001,2,2,7,4,,,1,0,0,0,0,0,0
2017,104,E06000057,E12000001,2,2,7,5,,,1,0,81,-81,0,-81,0
2017,104,E06000057,E12000001,2,2,7,6,,,1,6,0,6,6,6,6
2017,104,E06000057,E12000001,2,2,7,9,,,1,0,0,0,0,0,0
2017,104,E06000057,E12000001,2,2,13,4,,,1,0,0,0,0,0,0
2017,104,E06000057,E12000001,2,2,13,5,,,1,0,8615,-8615,0,-8615,0
2017,104,E06000057,E12000001,2,2,13,6,,,1,3806,1126,2680,2680,2680,2680
2017,104,E06000057,E12000001,2,2,13,7,,,1,14951,1221,13730,13730,13730,13730
2017,104,E06000057,E12000001,2,2,13,9,,,1,11,2,9,9,8,8
2017,104,E06000057,E12000001,2,3,5,1,,,2,72,9,63,63,63,63
2017,102,E10000006,E12000002,2,5,7,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,13,2,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,13,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,13,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,3,,3,,,,1,1003,1003,0,0,0,0
2017,102,E10000006,E12000002,3,,12,,,2,1,1354.70587,1348,6.70587,6.70587,6.70587,6.70587
2017,102,E10000006,E12000002,4,1,7,,2,,1,8.683450863,8.683450863,0,0,0,0
2017,102,E10000006,E12000002,4,1,13,,2,,1,10.36431885,10.36431885,0,0,0,0
2017,102,E10000006,E12000002,4,2,4,,2,,1,20.46813418,20.46813418,0,0,0,0
2017,102,E10000006,E12000002,4,2,7,,1,,1,0.57857,0,0.57857,0.57857,0.57857,0.57857
2017,102,E10000006,E12000002,4,2,13,,1,,1,64.53097,0,64.53097,64.53097,64.53097,64.53097
2017,102,E10000006,E12000002,4,3,5,,1,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,3,6,,2,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,4,4,,1,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,4,13,,1,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,5,7,,2,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,5,13,,2,,2,0,0,0,0,0,0
2017,104,E06000057,E12000001,2,1,4,2,,,1,8768,1414,7354,7354,7354,7354
2017,104,E06000057,E12000001,2,1,4,4,,,1,0,0,0,0,0,0
2017,104,E06000057,E12000001,2,1,4,7,,,1,9562,490,9072,9072,9061,9061
2017,104,E06000057,E12000001,2,1,5,6,,,1,365,132,233,233,233,233
2017,104,E06000057,E12000001,2,1,6,5,,,1,0,555,-555,0,-555,0
2017,104,E06000057,E12000001,2,1,6,6,,,1,566,25,541,541,541,541
2017,104,E06000057,E12000001,2,1,7,2,,,1,38,0,38,38,38,38
2017,104,E06000057,E12000001,2,1,7,4,,,1,0,0,0,0,0,0
2017,104,E06000057,E12000001,2,1,13,1,,,1,4,0,4,4,4,4
2017,104,E06000057,E12000001,2,1,13,4,,,1,0,0,0,0,0,0
2017,104,E06000057,E12000001,2,1,13,7,,,1,176,79,97,97,97,97
2017,104,E06000057,E12000001,2,2,4,1,,,1,38,0,38,38,38,38
2017,104,E06000057,E12000001,2,2,4,5,,,1,0,657,-657,0,-657,0
2017,104,E06000057,E12000001,2,2,5,2,,,1,1643,118,1525,1525,1525,1525
2017,104,E06000057,E12000001,2,2,5,4,,,1,0,0,0,0,0,0
2017,104,E06000057,E12000001,2,2,6,3,,,1,302,0,302,302,302,302
2017,104,E06000057,E12000001,2,2,6,9,,,1,34,5,29,29,27,27
2017,104,E06000057,E12000001,2,2,7,1,,,1,25,0,25,25,25,25
2017,104,E06000057,E12000001,2,3,4,3,,,2,253,24,229,229,227,227
2017,104,E06000057,E12000001,2,3,5,5,,,2,0,278,-278,0,-278,0
2017,104,E06000057,E12000001,2,3,5,6,,,2,242,98,144,144,144,144
2017,104,E06000057,E12000001,2,3,6,1,,,2,260,2,258,258,258,258
2017,104,E06000057,E12000001,2,3,6,5,,,2,0,1202,-1202,0,-1202,0
2017,104,E06000057,E12000001,2,3,7,2,,,2,20,0,20,20,20,20
2017,104,E06000057,E12000001,2,3,7,3,,,2,0,0,0,0,0,0
2017,104,E06000057,E12000001,2,3,13,3,,,2,295,15,280,280,279,279
2017,104,E06000057,E12000001,2,3,13,6,,,2,513,139,374,374,374,374
2017,104,E06000057,E12000001,2,4,4,5,,,2,0,209,-209,0,-209,0
2017,102,E10000006,E12000002,2,4,7,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,7,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,7,7,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,13,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,4,13,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,4,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,4,4,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,4,9,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,5,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,6,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,6,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,7,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,13,3,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,2,5,13,6,,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,3,,12,,,1,1,130.69344,131,-0.30656,-0.30656,-0.30656,-0.30656
2017,102,E10000006,E12000002,4,1,5,,1,,1,40.65377,0,40.65377,40.65377,40.65377,40.65377
2017,102,E10000006,E12000002,4,1,6,,1,,1,46.40594,0,46.40594,46.40594,46.40594,46.40594
2017,102,E10000006,E12000002,4,1,7,,1,,1,-7.20914,0,-7.20914,-7.20914,-7.20914,-7.20914
2017,102,E10000006,E12000002,4,1,13,,1,,1,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,3,4,,2,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,3,5,,2,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,3,6,,1,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,3,7,,2,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,3,13,,1,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,4,4,,2,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,4,5,,2,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,4,6,,2,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,4,13,,2,,2,0,0,0,0,0,0
2017,102,E10000006,E12000002,4,5,4,,2,,2,0,0,0,0,0,0
2017,104,E06000057,E12000001,2,1,4,1,,,1,3657,103,3554,3554,3554,3554
2017,104,E06000057,E12000001,2,1,5,2,,,1,1494,282,1212,1212,1212,1212
2017,104,E06000057,E12000001,2,1,5,5,,,1,0,208,-208,0,-208,0
2017,104,E06000057,E12000001,2,1,5,9,,,1,19,0,19,19,19,19
