"SOCIAL CARE EXPENDITURE IN 2007-08 INCLUDING SSMSS COSTS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","Assessment and care management","2470","44","0","2514","1","0","0","118","119","2395","2396",NA,"2",NA,"2393","2394"
"B2","Nursing care placements",NA,"2838","0","2838","911","0","62","78","1051","1787","2698",NA,NA,"24","1763","2674"
"B3","Residential care placements","3787","11381","0","15168","4153",NA,"301","438","4892","10276","14429",NA,NA,NA,"10276","14429"
"B4","Supported and other accommodation","31","6",NA,"37",NA,NA,"2","10","12","25","25",NA,"5",NA,"20","20"
"B5","Direct payments",NA,"215",NA,"215","32",NA,NA,NA,"32","183","215",NA,NA,NA,"183","215"
"B6","Home care","3580","3223",NA,"6803","966","0","17","396","1379","5424","6390",NA,"49",NA,"5375","6341"
"B7","Day care","913","72",NA,"985","49",NA,"37","25","111","874","923",NA,"56",NA,"818","867"
"B8","Equipment and adaptations","504",NA,NA,"504","1",NA,"58","11","70","434","435",NA,"7",NA,"427","428"
"B9","Meals","194","43",NA,"237","159",NA,NA,NA,"159","78","237",NA,NA,NA,"78","237"
"B10","Other services to older people","1827","0","350","2177","9",NA,"407","300","716","1461","1470",NA,NA,NA,"1461","1470"
"B11","TOTAL OLDER PEOPLE excluding Supporting People (LINES B1 to B10)","13306","17822","350","31478","6281","0","884","1376","8541","22937","29218",NA,"119","24","22794","29075"
"B12","Supporting People","6","0","0","6",NA,NA,NA,NA,"0","6","6",NA,NA,NA,"6","6"
"B13","TOTAL OLDER PEOPLE including Supporting People (LINES B11+B12)","13312","17822","350","31484","6281","0","884","1376","8541","22943","29224",NA,"119","24","22800","29081"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","828","194",NA,"1022","1",NA,"0","67","68","954","955",NA,"0","0","954","955"
"C2","Nursing care placements",NA,"365",NA,"365","51",NA,"63","6","120","245","296",NA,"0","1","244","295"
"C3","Residential care placements","98","799",NA,"897","115",NA,"159","13","287","610","725",NA,"3",NA,"607","722"
"C4","Supported and other accommodation","34","6",NA,"40","0",NA,"2","10","12","28","28",NA,"5",NA,"23","23"
"C5","Direct payments",NA,"460",NA,"460","46",NA,"80","0","126","334","380",NA,"0",NA,"334","380"
"C6","Home care","112","696",NA,"808","82",NA,"12","31","125","683","765",NA,"11",NA,"672","754"
"C7","Day care","349","81",NA,"430","0",NA,"0","21","21","409","409",NA,"18",NA,"391","391"
"C8","Equipment and adaptations","0","0",NA,"0","0",NA,"0","0","0","0","0",NA,"0",NA,"0","0"
"C9","Meals","0","0",NA,"0","0",NA,"0","0","0","0","0",NA,"0",NA,"0","0"
"C10","Other services to adults with a physical disability or sensory impairment","0","21",NA,"21","0",NA,"0","0","0","21","21",NA,"0",NA,"21","21"
"C11","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC excl SP (LINES C1 to C10)","1421","2622","0","4043","295","0","316","148","759","3284","3579",NA,"37","1","3246","3541"
"C12","Supporting People (SP)","411","0",NA,"411",NA,NA,NA,NA,"0","411","411",NA,"0",NA,"411","411"
"C13","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC incl SP (LINES C11+ C12)","1832","2622","0","4454","295","0","316","148","759","3695","3990",NA,"37","1","3657","3952"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","473","6",NA,"479","0","0",NA,"31","31","448","448",NA,"0",NA,"448","448"
"D2","Nursing care placements",NA,"702",NA,"702","85","238",NA,"34","357","345","430",NA,"0",NA,"345","430"
"D3","Residential care placements","1254","2600",NA,"3854","389","1157",NA,"162","1708","2146","2535",NA,"27",NA,"2119","2508"
"D4","Supported and other accommodation","350","25",NA,"375","1","40",NA,"42","83","292","293",NA,"19",NA,"273","274"
"D5","Direct payments",NA,"137",NA,"137","17","0",NA,"0","17","120","137",NA,"0",NA,"120","137"
"D6","Home care","266","729",NA,"995","45","243",NA,"85","373","622","667",NA,"4",NA,"618","663"
"D7","Day care","1710","20",NA,"1730","19","499",NA,"22","540","1190","1209",NA,"29",NA,"1161","1180"
"D8","Equipment and adaptations","0","0",NA,"0",NA,"0",NA,"0","0","0","0",NA,"0",NA,"0","0"
"D9","Meals","0","0",NA,"0",NA,"0",NA,"0","0","0","0",NA,"0",NA,"0","0"
"D10","Other services to adults with learning disabilities","155","0",NA,"155",NA,"162",NA,"0","162","-7","-7",NA,"0",NA,"-7","-7"
"D11","TOTAL ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES excl SP (LINES D1 to D10)","4208","4219","0","8427","556","2339","0","376","3271","5156","5712",NA,"79","0","5077","5633"
"D12","Supporting People (SP)","678","59",NA,"737",NA,NA,NA,NA,"0","737","737",NA,"0",NA,"737","737"
"D13","TOTAL ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES incl SP (LINES D11+D12)","4886","4278","0","9164","556","2339","0","376","3271","5893","6449",NA,"79","0","5814","6370"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:","ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1","Assessment and care management","678","32",NA,"710","0","161","0","0","161","549","549",NA,"0","0","549","549"
"E2","Nursing care placements",NA,"698",NA,"698","86","77","0","24","187","511","597",NA,"0","2","509","595"
"E3","Residential care placements","40","435",NA,"475","57","52","16","0","125","350","407",NA,"1","0","349","406"
"E4","Supported and other accommodation","0","0",NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0"
"E5","Direct payments",NA,"9",NA,"9","1","0","0","0","1","8","9",NA,"0","0","8","9"
"E6","Home care","11","33",NA,"44","0","0","0","4","4","40","40",NA,"1","0","39","39"
"E7","Day care","1117","1",NA,"1118","3","117","0","5","125","993","996",NA,"117","0","876","879"
"E8","Equipment and adaptations","0","0",NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0"
"E9","Meals","0","0",NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0"
"E10","Other services to adults with mental health needs","326","286",NA,"612","5","117","0","0","122","490","495",NA,"0","0","490","495"
"E11","TOTAL ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS excl SP (LINES E1 to E10)","2172","1494","0","3666","152","524","16","33","725","2941","3093",NA,"119","2","2820","2972"
"E12","Supporting People (SP)","109","2",NA,"111","2",NA,"0","0","2","109","111",NA,NA,NA,"109","111"
"E13","TOTAL ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS incl SP (LINES E11+E12)","2281","1496","0","3777","154","524","16","33","727","3050","3204",NA,"119","2","2929","3083"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F:","ASYLUM SEEKERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F1","Assessment and care management",NA,NA,NA,"0",NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0","0"
"F2","Lone adults",NA,NA,NA,"0",NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0","0"
"F3","TOTAL ASYLUM SEEKERS (LINES F1 to F2)","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G:","OTHER ADULT SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G1","Assessment and care management",NA,NA,NA,"0",NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0","0"
"G2","HIV/AIDS",NA,NA,NA,"0",NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0","0"
"G3","Substance abuse (addictions)","20","4",NA,"24","0","0","1","7","8","16","16",NA,"3",NA,"13","13"
"G4","Other other adult services",NA,NA,NA,"0",NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0","0"
"G5","TOTAL OTHER ADULT SERVICES excluding Supporting People (LINES G1 to G4)","20","4","0","24","0","0","1","7","8","16","16",NA,"3","0","13","13"
"G6","Supporting People",NA,NA,NA,"0",NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0","0"
"G7","TOTAL OTHER ADULT SERVICES including Supporting People (LINES G5+G6)","20","4","0","24","0","0","1","7","8","16","16",NA,"3","0","13","13"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H:","TOTAL ADULT SOCIAL SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1","TOTAL PSS excluding Supporting People (LINES A3+B11+C11+D11+E11+F3+G5)","21327","26161","350","47838","7284","2863","1217","1941","13305","34533","41817",NA,"357","27","34149","41433"
"H2","TOTAL Supporting People (LINES B12+C12+D12+E12+G6)","1204","61","0","1265","2","0","0","0","2","1263","1265",NA,"0","0","1263","1265"
"H3","TOTAL PSS including Supporting People (LINES A3+B13+C13+D13+E13+F3+G7)","22531","26222","350","49103","7286","2863","1217","1941","13307","35796","43082",NA,"357","27","35412","42698"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I1","SUPPORTED EMPLOYMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1334",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J1","OTHER NON-PSS EXPENDITURE BY SOCIAL SERVICES DEPARTMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2500",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K1","SPECIFIC GOVERNMENT GRANTS (Inside and outside Aggregated External Finance)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9238",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1","ACTUAL TOTAL NET COST (LINES H3+I1+J1-K1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30392",NA,NA,NA,NA,NA,NA
NA,"(This should match total ADULT social services expenditure in the local authority's accounts)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memorandum","ACTUAL TOTAL NET COST on a pre FRS17 basis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30392",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M:","SERVICE STRATEGY: Children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M1","Strategic management","29.632999999999999","0","0","29.632999999999999","0","0","0","0","0","29.632999999999999","29.632999999999999",NA,"0","0","29.632999999999999","29.632999999999999"
"M2","Complaints procedures","18.954999999999998","0","0","18.954999999999998","0","0","0","0","0","18.954999999999998","18.954999999999998",NA,"0","0","18.954999999999998","18.954999999999998"
"M3","TOTAL SERVICE STRATEGY (LINES M1 to M2)","48.587999999999994","0","0","48.587999999999994","0","0","0","0","0","48.587999999999994","48.587999999999994",NA,"0","0","48.587999999999994","48.587999999999994"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N:","ASYLUM SEEKERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N1","Assessment and care management","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0"
"N2","Unaccompanied children","5.2460000000000004","3.6240000000000001","0","8.8699999999999992","0","0","0","0","0","8.8699999999999992","8.8699999999999992",NA,"0","0","8.8699999999999992","8.8699999999999992"
"N3","Families","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0"
"N4","TOTAL ASYLUM SEEKERS (LINES N1 to N3)","5.2460000000000004","3.6240000000000001","0","8.8699999999999992","0","0","0","0","0","8.8699999999999992","8.8699999999999992",NA,"0","0","8.8699999999999992","8.8699999999999992"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O:","OTHER CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OA1","Commissioning and social work","5241.7669999999998","218.773","0","5460.54","6.181","0","0","205.947","212.12800000000001","5248.4120000000003","5254.5929999999998",NA,"72.224999999999994","0","5176.1869999999999","5182.3679999999995"
"OA2","Total children's services - commissioning and social work (line OA1)","5241.7669999999998","218.773","0","5460.54","6.181","0","0","205.947","212.12800000000001","5248.4120000000003","5254.5929999999998",NA,"72.224999999999994","0","5176.1869999999999","5182.3679999999995"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OB1","Children's homes","1267.8720000000001","614.61099999999999","0","1882.4830000000002","0.14999999999999999","0","0","2.0350000000000001","2.1850000000000001","1880.2980000000002","1880.4480000000001",NA,"43.033000000000001","0","1837.2650000000001","1837.415"
"OB2","Secure accommodation (welfare)","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0"
"OB3","Fostering services","1997.3720000000001","378.96600000000001","0","2376.3380000000002","0.069000000000000006","0","0","7.6829999999999998","7.7519999999999998","2368.5860000000002","2368.6550000000002",NA,"6.7320000000000002","0","2361.8540000000003","2361.9230000000002"
"OB4","Other children looked after services","59.758000000000003","293.24700000000001","0","353.005","0","0","0","0","0","353.005","353.005",NA,"0","0","353.005","353.005"
"OB5","Total children looked after (lines OB1 to OB4)","3325.002","1286.8240000000001","0","4611.826","0.219","0","0","9.718","9.9369999999999994","4601.8890000000001","4602.1080000000002",NA,"49.765000000000001","0","4552.1239999999998","4552.3429999999998"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OC1","Family centres","236.476","0","0","236.476","0.218","0","0","0","0.218","236.25800000000001","236.476",NA,"0","0","236.25800000000001","236.476"
"OC2","Services for under 8s","191.37100000000001","91.427000000000007","0","282.798","0.091999999999999998","0","0","3.3889999999999998","3.4809999999999999","279.31700000000001","279.40899999999999",NA,"3.0459999999999998","0","276.27100000000002","276.363"
"OC3","Direct payments",NA,"152.45400000000001","0","152.45400000000001","0","0","0","0","0","152.45400000000001","152.45400000000001",NA,"0","0","152.45400000000001","152.45400000000001"
"OC4","Home care","31.027000000000001","76.501999999999995","0","107.529","0.185","1.9910000000000001","0","12.500999999999999","14.677","92.852000000000004","93.036999999999992",NA,"5.7469999999999999","0","87.105000000000004","87.290000000000006"
"OC5","Equipment and adaptations","59.692999999999998","0","0","59.692999999999998","0","0","0","0","0","59.692999999999998","59.692999999999998",NA,"50.933999999999997","0","8.7590000000000003","8.7590000000000003"
"OC6","Other family support services","1827.577","259.887","0","2087.4639999999999","0.14199999999999999","0","0","9.8859999999999992","10.027999999999999","2077.4360000000001","2077.578",NA,"41.579999999999998","0","2035.8560000000002","2035.998"
"OC7","Total family support services (lines OC1 to OC6)","2346.1440000000002","580.26999999999998","0","2926.4140000000002","0.63700000000000001","1.9910000000000001","0","25.775999999999996","28.403999999999996","2898.0100000000002","2898.6470000000004",NA,"101.30699999999999","0","2796.7030000000004","2797.3400000000001"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OD1","Secure accommodation (justice)","0","62.034999999999997","0","62.034999999999997","0","0","0","0","0","62.034999999999997","62.034999999999997",NA,"0","0","62.034999999999997","62.034999999999997"
"OD2","Youth offender teams","355.363","87.257000000000005","0","442.62","0.18099999999999999","0","0","3.6389999999999998","3.8199999999999998","438.80000000000001","438.98099999999999",NA,"2.5459999999999998","0","436.25400000000002","436.435"
"OD3","Other youth justice services","755.31799999999998","21.436","0","776.75400000000002","0.155","5.5","0","64.635000000000005","70.290000000000006","706.46400000000006","706.61900000000003",NA,"100.482","0","605.98200000000008","606.13700000000006"
"OD4","Total youth justice (lines OD1 to OD3)","1110.681","170.72800000000001","0","1281.4090000000001","0.33599999999999997","5.5","0","68.274000000000001","74.109999999999999","1207.2990000000002","1207.635",NA,"103.02800000000001","0","1104.2710000000002","1104.607"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OE1","Adoption services","697.23900000000003","108.92700000000001","0","806.16600000000005","0","0","0","82.283000000000001","82.283000000000001","723.88300000000004","723.88300000000004",NA,"4.4880000000000004","0","719.39499999999998","719.39499999999998"
"OE2","Leaving care services","695.125","2.7069999999999999","0","697.83199999999999","0.35999999999999999","0","0","47.773000000000003","48.133000000000003","649.69899999999996","650.05899999999997",NA,"79.498000000000005","0","570.20099999999991","570.56099999999992"
"OE3","Other other children's and families services","0.18099999999999999","202.655","0","202.83600000000001","0","0","0","0","0","202.83600000000001","202.83600000000001",NA,"0","0","202.83600000000001","202.83600000000001"
"OE4","Total other children's and families services (lines OE1 to OE3)","1392.5450000000001","314.28899999999999","0","1706.8340000000001","0.35999999999999999","0","0","130.05600000000001","130.41600000000003","1576.4180000000001","1576.778",NA,"83.986000000000004","0","1492.432","1492.7919999999999"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P:","TOTAL CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P1","TOTAL CHILDREN'S AND FAMILIES SERVICES excluding SP (LINES M3+N4+OA2+OB5+OC7+OD4+OE4)","13469.973","2574.5079999999998","0","16044.481000000002","7.7330000000000005","7.4909999999999997","0","439.77099999999996","454.995","15589.486000000003","15597.219000000001",NA,"410.31100000000004","0","15179.175000000001","15186.908000000001"
"P2","TOTAL Supporting People","623.94299999999998","49.976999999999997","0","673.91999999999996","0","0","0","50","50","623.91999999999996","623.91999999999996",NA,"79.498000000000005","0","544.42199999999991","544.42199999999991"
"P3","TOTAL CHILDREN'S AND FAMILIES SERVICES including SP (LINES P1+P2)","14093.915999999999","2624.4849999999997","0","16718.400999999998","7.7330000000000005","7.4909999999999997","0","489.77099999999996","504.995","16213.405999999997","16221.138999999996",NA,"489.80900000000003","0","15723.596999999998","15731.33"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S1","SPECIFIC GOVERNMENT GRANTS (Inside and outside Aggregated External Finance)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3579.6590000000001",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T1","ACTUAL TOTAL NET COST (LINES P3-S1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12633.746999999998",NA,NA,NA,NA,NA,NA
NA,"(This should match total CHILDREN'S AND FAMILIES social services expenditure in the local authority's accounts)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memorandum","ACTUAL TOTAL NET COST on a pre FRS17 basis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12872.013000000001",NA,NA,NA,NA,NA,NA
