"PSS EX1 Return for 2004-05","...2","...3","...4","...5","...6","...7"
"Part A 2.Total number of initial assessments of children receiving initial assessment in the year (sum of ""completed within 7 working days of referral"" and ""other initial assessments completed in the year"")","56375",NA,NA,NA,NA,NA
"Other",NA,NA,NA,NA,NA,NA
"Children and their families - number of reviews during year","62365",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"Number of nights children looked after (other than Unacommpanied Asylum Seeking Children) spent in short term placements (SSDA 903 legal status V1) under Reg 13 of the Arrangement for Placement of Children Regulations 1991 (including in respite placements under Section 20)",NA,NA,NA,NA,NA,NA
"- Own provision Foster placements (SSDA 903 placement codes F1, F2, F4, F5)","58470",NA,NA,"1.1, 1.3, 1.4","B8","51"
"- Provision by others Foster placements (SSDA 903 placement codes F3, F6)","3831",NA,NA,"1.1, 1.3, 1.5","B8","51"
"- Own provision Children's homes (SSDA 903 placement codes H3 to H5)","43469",NA,NA,"1.1, 1.2, 1.2A","B8","51"
"- Provision by others Children's homes (SSDA 903 placement codes H3 to H5)","14837",NA,NA,"1.1, 1.2, 1.2B","B8","51"
"Receiving direct payments at 31 March 2005",NA,NA,NA,NA,NA,NA
"Disabled children (aged 16-17)","62",NA,NA,"1.8",NA,NA
"Carers (eg parents) of disabled children","392",NA,NA,"1.8",NA,NA
NA,NA,NA,NA,NA,NA,NA
"Services for adults and older people",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"HH1",NA,NA,NA,NA,NA,NA
"Table 1 line 4 column A (Total hours, LA)","418666",NA,NA,"2.22, 2.23","B17",NA
"Table 1 line 4 column B (Total hours, Independent sector)","342705.75",NA,NA,"2.22, 2.24","B17",NA
"Table 3B (Hhs receiving >10 hours and 6+ visits)","13211",NA,NA,"2.1, 2.1A","B12","52"
"RAP",NA,NA,NA,NA,NA,NA
"Table R1 Box 1 (Total screened contacts of new clients passed on for further assessment or commissioning of service)","182793",NA,NA,NA,NA,NA
"Clients with completed assessments",NA,NA,NA,NA,NA,NA
"Table A1 Page 1 line 1 col 1 (18-64 pd)","15578",NA,NA,NA,NA,NA
"Table A1 Page 1 line 9 col 1 (18-64 ld)","1211",NA,NA,NA,NA,NA
"Table A1 Page 1 line 6 col 1 (18-64 mh)","11362",NA,NA,NA,NA,NA
"Table A1 Page 1 line 10 col 1 (18-64 sm)","1726",NA,NA,NA,NA,NA
"Table A1 Page 1 line 11 cols 2 + 3 (65+ col totals)","76002",NA,NA,NA,NA,NA
"Table A1 Page 2 Box 1 (Overall total of existing clients with reviews)","173374",NA,NA,NA,NA,NA
"Receiving services at 31 March 2005",NA,NA,NA,NA,NA,NA
"Table P2s Page 1 line 1 col 2 (18-64 pd home care)","6536",NA,NA,"2.29",NA,NA
"Table P2s Page 1 line 1 col 3 (18-64 pd day care)","3397",NA,NA,"2.4700000000000002",NA,NA
"Table P2s Page 2 line 1 col 1 (18-64 pd direct payments)","1983",NA,NA,"2.3399999999999999",NA,NA
"Table P2s Page 1 line 9 col 2 (18-64 ld home care)","2901",NA,NA,"2.27",NA,NA
"Table P2s Page 1 line 9 col 3 (18-64 ld day care)","9076",NA,NA,"2.4500000000000002",NA,NA
"Table P2s Page 2 line 9 col 1 (18-64 ld direct payments)","490",NA,NA,"2.3199999999999998",NA,NA
"Table P2s Page 1 line 6 col 2 (18-64 mh home care)","2365",NA,NA,"2.2799999999999998",NA,NA
"Table P2s Page 1 line 6 col 3 (18-64 mh day care)","3946",NA,NA,"2.46",NA,NA
"Table P2s Page 2 line 6 col 1 (18-64 mh direct payments)","108",NA,NA,"2.3300000000000001",NA,NA
"Table P2s Page 2 line 11 col 1 (18-64 total direct payments)","2615",NA,NA,NA,NA,NA
"Table P2s Pages 3 + 5 line 11 col 2 (65+ home care)","46975",NA,NA,"2.2599999999999998",NA,NA
"Table P2s Pages 3 + 5 line 11 col 3 (65+ day care)","15837",NA,NA,"2.4399999999999999",NA,NA
"Table P2s Pages 3 + 5 line 11 col 4 (65+ meals)","16750",NA,NA,"2.5600000000000001",NA,NA
"Table P2s Pages 4 line 11 col 1 (65-74 direct payments)","403",NA,NA,"2.3100000000000001",NA,NA
"Table P2s Page 7 box 1 (75-84 direct payments)","328",NA,NA,"2.3100000000000001",NA,NA
"Table P2s Page 7 box 2 (85+ direct payments)","316",NA,NA,"2.3100000000000001",NA,NA
"Table P2s Pages 1 + 3 + 5 line 11 col 2 (all ages home care)","59545",NA,NA,"2.25",NA,NA
"Table P2s Pages 1 + 3 + 5 line 11 col 3 (all ages day care)","32497",NA,NA,"2.4300000000000002",NA,NA
"Table P2s Pages 1 + 3 + 5 line 11 col 4 (all ages meals)","18061",NA,NA,"2.5499999999999998",NA,NA
"Table P2s Pages 2 + 4 + 6 line 11 col 1 (all ages direct payments)","3660",NA,NA,"2.30",NA,NA
"Other",NA,NA,NA,NA,NA,NA
"Total meals provided by LA per week on average during year","44562",NA,NA,"2.52A, 2.53",NA,NA
"Total meals provided by independent sector per week on average during year","37421",NA,NA,"2.52A, 2.54",NA,NA
"Number of weeks supported residents spent in residential and nursing care (both permanent and temporary):",NA,NA,NA,NA,NA,NA
"residents aged 65 and over in nursing placements","565704.71428571432",NA,NA,"2.2999999999999998",NA,NA
"residents aged 65 and over in own provision residential placements","271431",NA,NA,"2.4, 2.5",NA,NA
"residents aged 65 and over in residential placements provided by others","1127799.5785714285",NA,NA,"2.4, 2.6",NA,NA
"pd residents aged 18-64 in nursing placements","37518.78571428571",NA,NA,"2.1800000000000002",NA,NA
"pd residents aged 18-64 in own provision residential placements","3188.5714285714284",NA,NA,"2.19, 2.20",NA,NA
"pd residents aged 18-64 in residential placements provided by others","51914.857142857138",NA,NA,"2.19, 2.21",NA,NA
"ld residents aged 18-64 in nursing placements","20683.709999999999",NA,NA,"2.7999999999999998",NA,NA
"ld residents aged 18-64 in own provision residential placements","30064.32857142857",NA,NA,"2.9, 2.10",NA,NA
"ld residents aged 18-64 in residential placements provided by others","308948.86142857146",NA,NA,"2.9, 2.11",NA,NA
"mh residents aged 18-64 in nursing placements","21511.142857142859",NA,NA,"2.1299999999999999",NA,NA
"mh residents aged 18-64 in own provision residential placements","5117.2857142857138",NA,NA,"2.14, 2.15",NA,NA
"mh residents aged 18-64 in residential placements provided by others","103746.64",NA,NA,"2.14, 2.16",NA,NA
"Number of day care sessions per week on average during the year",NA,NA,NA,NA,NA,NA
"clients aged 65 and over, own provision","29808",NA,NA,"2.3500000000000001",NA,NA
"clients aged 65 and over, provision by others","14065",NA,NA,"2.3599999999999999",NA,NA
"pd clients aged 18-64, own provision","7927",NA,NA,"2.4100000000000001",NA,NA
"pd clients aged 18-64, provision by others","2897",NA,NA,"2.4199999999999999",NA,NA
"ld clients aged 18-64, own provision","49539",NA,NA,"2.3700000000000001",NA,NA
"ld clients aged 18-64, provision by others","14586",NA,NA,"2.3799999999999999",NA,NA
"mh clients aged 18-64, own provision","4308",NA,NA,"2.3900000000000001",NA,NA
"mh clients aged 18-64, provision by others","4551",NA,NA,"2.40",NA,NA
"Referrals between 1 April 2004 and 31 March 2005",NA,NA,NA,NA,NA,NA
"Older people (aged 65 or over) including older mentally ill","133945",NA,NA,NA,NA,NA
"Adults aged under 65 with a physical disability or sensory impairment","26995",NA,NA,NA,NA,NA
"Adults aged under 65 with learning disabilities","3305",NA,NA,NA,NA,NA
"Adults aged under 65 with mental health needs","26848",NA,NA,NA,NA,NA
"Reviews completed between 1 April 2004 and 1 April 2005",NA,NA,NA,NA,NA,NA
"Older people (aged 65 or over) including older mentally ill","140050",NA,NA,NA,NA,NA
"Adults aged under 65 with a physical disability or sensory impairment","20797",NA,NA,NA,NA,NA
"Adults aged under 65 with learning disabilities","10784",NA,NA,NA,NA,NA
"Adults aged under 65 with mental health needs","14192",NA,NA,NA,NA,NA
"Full cost paying residents*",NA,NA,NA,NA,NA,NA
"Number of weeks spent in LA residential homes (both permanent and temporary placements) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","15769.285714285714",NA,NA,"2.1, 2.1A, 2.2, 2.2A, 2.4, 2.5","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","901.10000000000002",NA,NA,"2.1, 2.1A, 2.7, 2.7A, 2.9, 2.10","B12","52"
"- mental health problems","360",NA,NA,"2.1, 2.1A, 2.12, 2.12A, 2.14, 2.15","B12","52"
"- physical disabilities","286",NA,NA,"2.1, 2.1A, 2.17, 2.17A, 2.19, 2.20","B12","52"
"Number of weeks spent in residential homes provided by others (both permanent and temporary placements) by residents whose full costs are included under expenditure (and income) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","40151.857142857145",NA,NA,"2.1, 2.1A, 2.2, 2.2A, 2.4, 2.6","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","814.14285714285711",NA,NA,"2.1, 2.1A, 2.7, 2.7A, 2.9, 2.11","B12","52"
"- mental health problems","368",NA,NA,"2.1, 2.1A, 2.12, 2.12A, 2.14, 2.16","B12","52"
"- physical disabilities","258",NA,NA,"2.1, 2.1A, 2.17, 2.17A, 2.19, 2.21","B12","52"
"Number of weeks spent in nursing homes (both permanent and temporary placements) by residents whose full costs are included under expenditure (and income) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","27161.142857142859",NA,NA,"2.1, 2.1A, 2.2, 2.2A, 2.3","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","63",NA,NA,"2.1, 2.1A. 2.7, 2.7A, 2.8","B12","52"
"- mental health problems","109",NA,NA,"2.1, 2.1A, 2.12, 2.12A, 2.13","B12","52"
"- physical disabilities","539",NA,NA,"2.1, 2.1A, 2.17, 2.17A, 2.18","B12","52"
"Residents wholly funded under Section 28(a)*",NA,NA,NA,NA,NA,NA
"Number of weeks spent in LA residential homes (both permanent and temporary placements) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","354",NA,NA,"2.1, 2.2, 2.4, 2.5","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","1813",NA,NA,"2.1, 2.7, 2.9, 2.10","B12","52"
"- mental health problems","0",NA,NA,"2.1, 2.12, 2.14, 2.15","B12","52"
"- physical disabilities","73",NA,NA,"2.1, 2.17, 2.19, 2.20","B12","52"
"Number of weeks spent in residential homes provided by others (both permanent and temporary placements) by residents whose full costs are included under expenditure (and income) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","7214",NA,NA,"2.1, 2.2, 2.4, 2.6","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","35186.142857142855",NA,NA,"2.1, 2.7, 2.9, 2.11","B12","52"
"- mental health problems","1168",NA,NA,"2.1, 2.12, 2.14, 2.16","B12","52"
"- physical disabilities","471",NA,NA,"2.1, 2.17, 2.19, 2.21","B12","52"
"Number of weeks spent in nursing homes (both permanent and temporary placements) by residents whose full costs are included under expenditure (and income) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","6325",NA,NA,"2.1, 2.2, 2.3","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","4543",NA,NA,"2.1, 2.7, 2.8","B12","52"
"- mental health problems","1655",NA,NA,"2.1, 2.12, 2.13","B12","52"
"- physical disabilities","928",NA,NA,"2.1, 2.17, 2.18","B12","52"
"Actual hours of home care provided during the year",NA,NA,NA,NA,NA,NA
"- provided by the Council","4279935.5099999998",NA,NA,"2.22A, 2.23A",NA,NA
"- provided by the independent sector","10516004.41733925",NA,NA,"2.22A, 2.24A",NA,NA
"Receiving direct payments at 31 March 2005",NA,NA,NA,NA,NA,NA
"Young carers (aged 16-17)","27",NA,NA,"1.8",NA,NA
"Carers (for carers services)","558",NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"* Average number of residents multiplied by 52 may be used if number of weeks is not available; if this is used, please enter Y in column D.",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"For any items above for which you adjust a figure from the source shown (eg to allow for a distorting factor) and enter A in column E, give details below",NA,NA,NA,NA,NA,NA
"Line no above","Source","Figure","Size of","Reason for adjustment",NA,NA
NA,"figure","entered","adjustment",NA,NA,NA
NA,NA,"above",NA,NA,NA,NA
"© 2006, NHS Health and Social Care Information Centre, Social Care Statistics. All rights reserved.",NA,NA,NA,NA,NA,NA
