"PSS EX1 Return for 2002-03","...2","...3","...4","...5","...6","...7"
"Part A 2.Total number of initial assessments of children receiving initial assessment in the year (sum of ""completed within 7 working days of referral"" and ""other"")","642",NA,NA,NA,NA,NA
"Other",NA,NA,NA,NA,NA,NA
"Children and their families - number of reviews during year","1063",NA,NA,NA,NA,NA
"Count of total number of days that CLA spent in foster placements",NA,NA,NA,NA,NA,NA
"Own provision (codes F1, F2, F4, F5)","37150",NA,NA,"1.3999999999999999",NA,NA
"Provision by others (codes F3, F6)","29612",NA,NA,"1.5",NA,NA
"Number of nights children looked after spent in short term placements (SSDA 903 legal status V1) under Reg 13 of the Arrangement for Placement of Children Regulations 1991 (including in respite placements under Section 20)",NA,NA,NA,NA,NA,NA
"- Own provision Foster placements (SSDA 903 placement codes F1, F2, F4, F5)","617",NA,NA,"1.1 (adj), 1.3 (adj), 1.4 (adj)","B8, B10","51"
"- Provision by others Foster placements (SSDA 903 placement codes F3, F6)","15",NA,NA,"1.1(adj), 1.3(adj), 1.5 (adj)","B8, B10","51"
"- Own provision Children's homes (SSDA 903 placement codes H3, H4)","0",NA,NA,"1.1 (adj), 1.2 (adj), 1.2A","B8, B9","51"
"- Provision by others Children's homes (SSDA 903 placement codes H3, H4)","62",NA,NA,"1.1 (adj), 1.2 (adj), 1.2B","B8, B9","51"
NA,NA,NA,NA,NA,NA,NA
"Services for adults and older people",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"HH1",NA,NA,NA,NA,NA,NA
"Table 1 line 4 column A (Total hours, LA)","3580",NA,NA,"2.22, 2.23","B17",NA
"Table 1 line 4 column B (Total hours, Independent sector)","10600",NA,NA,"2.22, 2.24","B17",NA
"Table 3B (Hhs receiving >10 hours and 6+ visits)","500",NA,NA,"2.1000000000000001","B12","52"
"RAP",NA,NA,NA,NA,NA,NA
"Table R1 Box 1 (Total screened contacts passed on for further assessment or commissioning of service)","8773",NA,NA,NA,NA,NA
"Clients with completed assessments",NA,NA,NA,NA,NA,NA
"Table A1 Page 1 line 1 col 1 (18-64 pd)","986",NA,NA,NA,NA,NA
"Table A1 Page 1 line 2 col 1 (18-64 ld)","120",NA,NA,NA,NA,NA
"Table A1 Page 1 line 3 col 1 (18-64 mh)","392",NA,NA,NA,NA,NA
"Table A1 Page 1 lines 4 + 5 col 1 (18-64 sm & ovp)","81",NA,NA,NA,NA,NA
"Table A1 Page 1 line 6 cols 2 + 3 + 4 (65+ col totals)","3970",NA,NA,NA,NA,NA
"Table A2 Box 1 (Number of clients with a review scheduled who received a scheduled or unscheduled review during the year)","3617",NA,NA,NA,NA,NA
"Receiving services at 31 March 2002",NA,NA,NA,NA,NA,NA
"Table P2s Page 1 line 1 col 2 (18-64 pd home care)","132",NA,NA,"2.29",NA,NA
"Table P2s Page 1 line 1 col 3 (18-64 pd day care)","50",NA,NA,"2.4700000000000002",NA,NA
"Table P2s Page 1 line 7 col 1 (18-64 pd direct payments)","18",NA,NA,"2.3399999999999999",NA,NA
"Table P2s Page 1 line 2 col 2 (18-64 ld home care)","49",NA,NA,"2.27",NA,NA
"Table P2s Page 1 line 2 col 3 (18-64 ld day care)","186",NA,NA,"2.4500000000000002",NA,NA
"Table P2s Page 1 line 8 col 1 (18-64 ld direct payments)","2",NA,NA,"2.3199999999999998",NA,NA
"Table P2s Page 1 line 3 col 2 (18-64 mh home care)","46",NA,NA,"2.2799999999999998",NA,NA
"Table P2s Page 1 line 3 col 3 (18-64 mh day care)","137",NA,NA,"2.46",NA,NA
"Table P2s Page 1 line 9 col 1 (18-64 mh direct payments)","0",NA,NA,"2.3300000000000001",NA,NA
"Table P2s Pages 3 + 5 + 7 line 6 col 2 (65+ home care)","1081",NA,NA,"2.2599999999999998",NA,NA
"Table P2s Pages 3 + 5 + 7 line 6 col 3 (65+ day care)","270",NA,NA,"2.4399999999999999",NA,NA
"Table P2s Pages 3 + 5 + 7 line 6 col 4 (65+ meals)","593",NA,NA,"2.5600000000000001",NA,NA
"Table P2s Pages 3 + 5 + 7 line 12 col 1 (65+ direct payments)","1",NA,NA,"2.3100000000000001",NA,NA
"Table P2s Pages 1 + 3 + 5 + 7 line 6 col 2 (all ages home care)","1311",NA,NA,"2.25",NA,NA
"Table P2s Pages 1 + 3 + 5 + 7 line 6 col 3 (all ages day care)","644",NA,NA,"2.4300000000000002",NA,NA
"Table P2s Pages 1 + 3 + 5 + 7 line 6 col 4 (all ages meals)","626",NA,NA,"2.5499999999999998",NA,NA
"Table P2s Pages 1 + 3 + 5 + 7 line 12 col 1 (all ages direct payments)","21",NA,NA,"2.30",NA,NA
"Other",NA,NA,NA,NA,NA,NA
"Total meals provided by LA per week on average during year","0",NA,NA,"2.52A, 2.53",NA,NA
"Total meals provided by independent sector per week on average during year","3078",NA,NA,"2.52A, 2.54",NA,NA
"Number of weeks supported residents spent in residential and nursing care (both permanent and temporary):",NA,NA,NA,NA,NA,NA
"residents aged 65 and over in nursing placements","10979",NA,NA,"2.2999999999999998",NA,NA
"residents aged 65 and over in own provision residential placements","7237",NA,NA,"2.4, 2.5",NA,NA
"residents aged 65 and over in residential placements provided by others","19782",NA,NA,"2.4, 2.6",NA,NA
"pd residents aged 18-64 in nursing placements","423",NA,NA,"2.1800000000000002",NA,NA
"pd residents aged 18-64 in own provision residential placements","0",NA,NA,"2.19, 2.20",NA,NA
"pd residents aged 18-64 in residential placements provided by others","1619",NA,NA,"2.19, 2.21",NA,NA
"ld residents aged 18-64 in nursing placements","118",NA,NA,"2.7999999999999998",NA,NA
"ld residents aged 18-64 in own provision residential placements","155",NA,NA,"2.9, 2.10",NA,NA
"ld residents aged 18-64 in residential placements provided by others","12881",NA,NA,"2.9, 2.11",NA,NA
"mh residents aged 18-64 in nursing placements","206",NA,NA,"2.1299999999999999",NA,NA
"mh residents aged 18-64 in own provision residential placements","0",NA,NA,"2.14, 2.15",NA,NA
"mh residents aged 18-64 in residential placements provided by others","5505",NA,NA,"2.14, 2.16",NA,NA
"Number of day care sessions per week on average during year",NA,NA,NA,NA,NA,NA
"clients aged 65 and over, own provision","792",NA,NA,"2.3500000000000001",NA,NA
"clients aged 65 and over, provision by others","106",NA,NA,"2.3599999999999999",NA,NA
"pd clients aged 18-64, own provision","179",NA,NA,"2.4100000000000001",NA,NA
"pd clients aged 18-64, provision by others","90",NA,NA,"2.4199999999999999",NA,NA
"ld clients aged 18-64, own provision","1337",NA,NA,"2.3700000000000001",NA,NA
"ld clients aged 18-64, provision by others","573",NA,NA,"2.3799999999999999",NA,NA
"mh clients aged 18-64, own provision","669",NA,NA,"2.3900000000000001",NA,NA
"mh clients aged 18-64, provision by others","40",NA,NA,"2.40",NA,NA
"Referrals between 1 April 2002 and 31 March 2003",NA,NA,NA,NA,NA,NA
"Older people (aged 65 or over) including older mentally ill","6597",NA,NA,NA,NA,NA
"Adults aged under 65 with a physical disability or sensory impairment","1339",NA,NA,NA,NA,NA
"Adults aged under 65 with learning disabilities","112",NA,NA,NA,NA,NA
"Adults aged under 65 with mental health needs","727",NA,NA,NA,NA,NA
"Reviews completed",NA,NA,NA,NA,NA,NA
"Older people (aged 65 or over) including older mentally ill","2800",NA,NA,NA,NA,NA
"Adults aged under 65 with a physical disability or sensory impairment","434",NA,NA,NA,NA,NA
"Adults aged under 65 with learning disabilities","271",NA,NA,NA,NA,NA
"Adults aged under 65 with mental health needs","103",NA,NA,NA,NA,NA
"Full cost paying residents and those wholly funded under Section 28(a) or preserved rights*",NA,NA,NA,NA,NA,NA
"Number of weeks spent in LA residential homes (both permanent and temporary placements) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","0",NA,NA,"2.1 (adj), 2.2 (adj), 2.4 (adj), 2.5 (adj)","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","0",NA,NA,"2.1 (adj), 2.7 (adj), 2.9 (adj), 2.10 (adj)","B12, B14","52"
"- mental health problems","0",NA,NA,"2.1 (adj), 2.12 (adj), 2.14 (adj), 2.15 (adj)","B12, B15","52"
"- physical disabilities","0",NA,NA,"2.1 (adj), 2.17 (adj), 2.19 (adj), 2.20 (adj)","B12, B16","52"
"Number of weeks spent in residential homes provided by others (both permanent and temporary placements) by residents whose full costs are included under expenditure (and income) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","5251",NA,NA,"2.1 (adj), 2.2 (adj), 2.4 (adj), 2.6 (adj)","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","141",NA,NA,"2.1 (adj), 2.7 (adj), 2.9 (adj), 2.11 (adj)","B12, B14","52"
"- mental health problems","25",NA,NA,"2.1 (adj), 2.12 (adj), 2.14 (adj), 2.16 (adj)","B12, B15","52"
"- physical disabilities","12",NA,NA,"2.1 (adj), 2.17 (adj), 2.19 (adj), 2.21 (adj)","B12, B16","52"
"Number of weeks spent in nursing homes (both permanent and temporary placements) by residents whose full costs are included under expenditure (and income) by",NA,NA,NA,NA,NA,NA
"- residents aged 65 and over","2787",NA,NA,"2.1 (adj), 2.2 (adj), 2.3 (adj)","B12, B13","52"
"- residents aged 18 to 64 with",NA,NA,NA,NA,NA,NA
"- learning disabilities","1",NA,NA,"2.1 (adj), 2.7 (adj), 2.8 (adj)","B12, B14","52"
"- mental health problems","0",NA,NA,"2.1 (adj), 2.12 (adj), 2.13 (adj)","B12, B15","52"
"- physical disabilities","53",NA,NA,"2.1 (adj), 2.17 (adj), 2.18 (adj)","B12, B16","52"
NA,NA,NA,NA,NA,NA,NA
"* Average number of residents multiplied by 52 may be used if number of weeks is not available; if this is used, please enter Y in column D.",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
"For any items above for which you adjust a figure from the source shown (eg to allow for a distorting factor) and enter A in column E, give details below",NA,NA,NA,NA,NA,NA
"Line no above","Source","Figure","Size of","Reason for adjustment",NA,NA
NA,"figure","entered","adjustment",NA,NA,NA
NA,NA,"above",NA,NA,NA,NA
