"PSS EXPENDITURE IN 2006-07 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","PSS EX1 Return for 2006-07 Version 1a"
NA,"Adults' services","50","0","50","0","0","0","50","0","50","0","0","0","0","0","50","50","50"
NA,"Generic services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","408","0","408","0","0","0","408","0","408","0","32","0","0","32","376","376","376"
NA,"of which (where known): Children's and families services","219","0","219","0","0","0","219","0","219","0","0","0","0","0","219","219","219"
NA,"Adults' services","189","0","189","0","0","0","189","0","189","0","32","0","0","32","157","157","157"
NA,"Generic services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","7117.4640640646458","3.8280093776806243","7113.6360546869655","1420.9058496802606","0","1420.9058496802606","8538.3699137449057","3.8280093776806243","8534.5419043672264","0","0","338","373.06307564538918","711.06307564538918","7823.4788287218371","7827.3068380995164","7823.4788287218371"
"BA2","Total children's services - commissioning and social work (line BA1)","7117.4640640646458","3.8280093776806243","7113.6360546869655","1420.9058496802606","0","1420.9058496802606","8538.3699137449057","3.8280093776806243","8534.5419043672264","0","0","338","373.06307564538918","711.06307564538918","7823.4788287218371","7827.3068380995164","7823.4788287218371"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","4301.4380000000001","26.385000000000002","4275.0529999999999","3309.6489999999999","0","3309.6489999999999","7611.0869999999995","26.385000000000002","7584.7019999999993","-0.45200000000000001","0","1131.4259999999999","98.739000000000004","1229.713","6354.9889999999996","6381.3739999999998","6354.5370000000003"
"BB2","Secure accommodation (welfare)","0","0","0","188.45137","0","188.45137","188.45137","0","188.45137","0","0","0","0","0","188.45137","188.45137","188.45137"
"BB3","Fostering services","3368.6835499999997","0","3368.6835499999997","1632.6621699999998","0","1632.6621699999998","5001.3457199999993","0","5001.3457199999993","0","0","0","0","0","5001.3457199999993","5001.3457199999993","5001.3457199999993"
"BB4","Other children looked after services","0.34999999999999998","0","0.34999999999999998","31.974870000000003","0","31.974870000000003","32.324870000000004","0","32.324870000000004","0","0","0","0","0","32.324870000000004","32.324870000000004","32.324870000000004"
"BB5","Total children looked after (lines BB1 to BB4)","7670.4715500000002","26.385000000000002","7644.08655","5162.7374099999997","0","5162.7374099999997","12833.20896","26.385000000000002","12806.82396","-0.45200000000000001","0","1131.4259999999999","98.739000000000004","1229.713","11577.11096","11603.49596","11576.658960000001"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","3687.2232199999994","223.46647499999997","3463.7567449999992","946.53899999999999","0","946.53899999999999","4633.7622199999996","223.46647499999997","4410.2957449999994","0","0","29.439","54.796320000000001","84.235320000000002","4326.0604249999997","4549.5268999999998","4326.0604249999988"
"BC2","Services for under 8s","21.263000000000002","0","21.263000000000002","62.022949999999994","0","62.022949999999994","83.28595","0","83.28595","0","0","0","0","0","83.28595","83.28595","83.28595"
"BC3","Direct payments","0","0","0","85.769999999999996","0","85.769999999999996","85.769999999999996","0","85.769999999999996","0","0","0","0","0","85.769999999999996","85.769999999999996","85.769999999999996"
"BC4","Home care","251.273","0","251.273","47.624000000000002","0","47.624000000000002","298.89699999999999","0","298.89699999999999","0","0","0","0","0","298.89699999999999","298.89699999999999","298.89699999999999"
"BC5","Equipment and adaptations","14.510148625480342","0","14.510148625480342","0","0","0","14.510148625480342","0","14.510148625480342","0","0","0","0","0","14.510148625480342","14.510148625480342","14.510148625480342"
"BC6","Other family support services","763.82062057546511","0","763.82062057546511","117.251","0","117.251","881.07162057546509","0","881.07162057546509","0","0","0","23.843730000000001","23.843730000000001","857.22789057546504","857.22789057546504","857.22789057546504"
"BC7","Total family support services (lines BC1 to BC6)","4738.0899892009447","223.46647499999997","4514.6235142009446","1259.20695","0","1259.20695","5997.2969392009445","223.46647499999997","5773.8304642009443","0","0","29.439","78.640050000000002","108.07905","5665.7514142009441","5889.2178892009442","5665.7514142009441"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD2","Youth offender teams","1459.9179999999999","12.119","1447.799","40.366","0","40.366","1500.2839999999999","12.119","1488.165","0","0","0","400.62900000000002","400.62900000000002","1087.5360000000001","1099.655","1087.5360000000001"
"BD3","Other youth justice services","1216.2739999999999","0","1216.2739999999999","261.33800000000002","0","261.33800000000002","1477.6119999999999","0","1477.6119999999999","0","0","0","24.547999999999998","24.547999999999998","1453.0639999999999","1453.0639999999999","1453.0639999999999"
"BD4","Total youth justice (lines BD1 to BD3)","2676.192","12.119","2664.0729999999999","301.70400000000001","0","301.70400000000001","2977.8960000000002","12.119","2965.777","0","0","0","425.17700000000002","425.17700000000002","2540.5999999999999","2552.7190000000001","2540.5999999999999"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","649.68600000000004","0","649.68600000000004","307.64699999999999","0","307.64699999999999","957.33300000000008","0","957.33300000000008","0","43.238999999999997","0","0","43.238999999999997","914.09400000000005","914.09400000000005","914.09400000000005"
"BE2","Leaving care services","938.58199999999999","3.234","935.34799999999996","557.73699999999997","0","557.73699999999997","1496.319","3.234","1493.085","0","0","0","4.5","4.5","1488.585","1491.819","1488.585"
"BE3","Other other children's and families services","37.216329999999999","0","37.216329999999999","825.58051999999998","0","825.58051999999998","862.79684999999995","0","862.79684999999995","0","0","0","0","0","862.79684999999995","862.79684999999995","862.79684999999995"
"BE4","Total other children's and families services (lines BE1 to BE3)","1625.48433","3.234","1622.2503300000001","1690.96452","0","1690.96452","3316.4488499999998","3.234","3313.2148500000003","0","43.238999999999997","0","4.5","47.738999999999997","3265.4758500000003","3268.7098499999997","3265.4758500000003"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES excluding SP (LINES BA2+BB5+BC7+BD4+BE4)","23827.701933265587","269.03248437768059","23558.669448887907","9835.5187296802596","0","9835.5187296802596","33663.220662945845","269.03248437768059","33394.188178568169","-0.45200000000000001","43.238999999999997","1498.865","980.1191256453892","2521.771125645389","30872.417052922781","31141.449537300457","30871.965052922777"
"B2","Supporting People (SP)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"B3","TOTAL CHILDREN'S AND FAMILIES SERVICES including SP (LINES BA2+BB5+BC7+BD4+BE4+B2)","23827.701933265587","269.03248437768059","23558.669448887907","9835.5187296802596","0","9835.5187296802596","33663.220662945845","269.03248437768059","33394.188178568169","-0.45200000000000001","43.238999999999997","1498.865","980.1191256453892","2521.771125645389","30872.417052922781","31141.449537300457","30871.965052922777"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","5934.7698155508879","6.5019016013391298","5928.2679139495485","331.87505525846706","0","331.87505525846706","6266.6448708093549","6.5019016013391298","6260.1429692080155","79.826999999999998","122.616","390.08699999999999","449.28342352947129","1041.8134235294713","5218.3295456785445","5224.8314472798838","5298.1565456785438"
"C2","Nursing care placements","0","0","0","7712.9104800000005","0","7712.9104800000005","7712.9104800000005","0","7712.9104800000005","2900.46875","0","0","0","2900.46875","4812.4417300000005","4812.4417300000005","7712.9104800000005"
"C3","Residential care placements","8020.659713615024","158.89576995305163","7861.763943661972","15016.879935788062","0","15016.879935788062","23037.539649403087","158.89576995305163","22878.643879450035","7944.784603132126","0","896.17700000000002","51.617436619718312","8892.5790397518431","13986.064839698192","14144.960609651243","21930.849442830317"
"C4","Supported and other accommodation","2609.3040000000001","0","2609.3040000000001","0","0","0","2609.3040000000001","0","2609.3040000000001","7.4340000000000002","0","0","0","7.4340000000000002","2601.8699999999999","2601.8699999999999","2609.3040000000001"
"C5","Direct payments","0","0","0","435.51334594594601","0","435.51334594594601","435.51334594594601","0","435.51334594594601","79.122862162162178","0","0","0","79.122862162162178","356.39048378378385","356.39048378378385","435.51334594594601"
"C6","Home care","5084.2581969917728","78.782185663924807","5005.476011327848","4436.4359999999997","0","4436.4359999999997","9520.6941969917716","78.782185663924807","9441.9120113278477","-552.56591890716811","-15.437206016451237","45.244999999999997","1900.8832894829611","1378.1251645593418","8063.7868467685057","8142.5690324324296","7511.2209278613373"
"C7","Day care","1736.4333458528949","109.62962754303599","1626.8037183098591","582.19472814665767","0","582.19472814665767","2318.6280739995527","109.62962754303599","2208.9984464565168","170.30503867650347","11.895","36.189999999999998","0.6191830985915493","219.00922177509503","1989.9892246814218","2099.6188522244579","2160.294263357925"
"C8","Equipment and adaptations","996.94126568134777","0","996.94126568134777","0","0","0","996.94126568134777","0","996.94126568134777","0","0","54.539000000000001","0","54.539000000000001","942.40226568134779","942.40226568134779","942.40226568134779"
"C9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C10","Other services to older people","48.548999999999999","0","48.548999999999999","954.48699999999997","0","954.48699999999997","1003.0359999999999","0","1003.0359999999999","314.93000000000001","6.6479999999999997","0","0","321.57800000000003","681.45799999999986","681.45799999999986","996.38799999999992"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","24430.915337691924","353.8094847613516","24077.105852930574","29470.296545139136","0","29470.296545139136","53901.211882831063","353.8094847613516","53547.402398069709","10944.306335063622","125.72179398354875","1422.2380000000001","2402.4033327307425","14894.669461777914","38652.732936291795","39006.542421053149","49597.039271355425"
"C12","Supporting People","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","24430.915337691924","353.8094847613516","24077.105852930574","29470.296545139136","0","29470.296545139136","53901.211882831063","353.8094847613516","53547.402398069709","10944.306335063622","125.72179398354875","1422.2380000000001","2402.4033327307425","14894.669461777914","38652.732936291795","39006.542421053149","49597.039271355425"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","353.69035952406415","0","353.69035952406415","50.270053475935825","0","50.270053475935825","403.96041299999996","0","403.96041299999996","0","0","0","30","30","373.96041299999996","373.96041299999996","373.96041299999996"
"D2","Nursing care placements","0","0","0","631.21199999999999","0","631.21199999999999","631.21199999999999","0","631.21199999999999","83.552999999999997","0","0","0","83.552999999999997","547.65899999999999","547.65899999999999","631.21199999999999"
"D3","Residential care placements","939.08900000000006","0","939.08900000000006","761.58900000000006","0","761.58900000000006","1700.6780000000001","0","1700.6780000000001","224.04300000000001","0","183.85499999999999","92.061000000000007","499.95900000000006","1200.7190000000001","1200.7190000000001","1424.7620000000002"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D5","Direct payments","0","0","0","1171.1509212612614","0","1171.1509212612614","1171.1509212612614","0","1171.1509212612614","203.08201288288291","0","0","0","203.08201288288291","968.06890837837841","968.06890837837841","1171.1509212612614"
"D6","Home care","591.13217508813148","9.8337250293772023","581.29845005875427","830","0","830","1421.1321750881316","9.8337250293772023","1411.2984500587543","-68.97220813748531","-5.3381498237367806","0","237.2714519682726","162.96109400705052","1248.3373560517039","1258.171081081081","1179.3651479142184"
"D7","Day care","358.06599999999997","0","358.06599999999997","53.343000000000004","0","53.343000000000004","411.40899999999999","0","411.40899999999999","0","0","0","0","0","411.40899999999999","411.40899999999999","411.40899999999999"
"D8","Equipment and adaptations","284.05193124445753","0","284.05193124445753","0","0","0","284.05193124445753","0","284.05193124445753","0","0","0","0","0","284.05193124445753","284.05193124445753","284.05193124445753"
"D9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D10","Other services to adults with a physical disability or sensory impairment","31.885000000000002","0","31.885000000000002","137.464","0","137.464","169.34899999999999","0","169.34899999999999","0","0","26.466000000000001","0","26.466000000000001","142.88299999999998","142.88299999999998","142.88299999999998"
"D11","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC excl SP (LINES D1 to D10)","2557.9144658566534","9.8337250293772023","2548.0807408272763","3635.0289747371971","0","3635.0289747371971","6192.94344059385","9.8337250293772023","6183.1097155644729","441.70580474539759","-5.3381498237367806","210.321","359.33245196827261","1006.0211068899334","5177.0886086745395","5186.9223337039166","5618.794413419937"
"D12","Supporting People (SP)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D13","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC incl SP (LINES D11+ D12)","2557.9144658566534","9.8337250293772023","2548.0807408272763","3635.0289747371971","0","3635.0289747371971","6192.94344059385","9.8337250293772023","6183.1097155644729","441.70580474539759","-5.3381498237367806","210.321","359.33245196827261","1006.0211068899334","5177.0886086745395","5186.9223337039166","5618.794413419937"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:","ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1","Assessment and care management","1315.0026873550553","0.9542154568957365","1314.0484718981595","215.4286256684492","0","215.4286256684492","1530.4313130235046","0.9542154568957365","1529.4770975666088","0","0","0","114.25530290122531","114.25530290122531","1415.2217946653834","1416.1760101222792","1415.2217946653834"
"E2","Nursing care placements","0","0","0","400","0","400","400","0","400","150","0","0","0","150","250","250","400"
"E3","Residential care placements","2104.2887183098592","30.276380281690141","2074.0123380281689","6167.8258309859157","0","6167.8258309859157","8272.1145492957749","30.276380281690141","8241.838169014085","1000.9419154929577","457.48599999999999","727.24599999999998","1.4433802816901409","2187.117295774648","6054.7208732394374","6084.9972535211273","7055.6627887323948"
"E4","Supported and other accommodation","1565.3820000000001","14.409000000000001","1550.973","1908.211","0","1908.211","3473.5929999999998","14.409000000000001","3459.1840000000002","35.088999999999999","20.123999999999999","645.39800000000002","98.111999999999995","798.72299999999996","2660.4610000000002","2674.8699999999999","2695.5500000000002"
"E5","Direct payments","0","0","0","64.735112792792791","0","64.735112792792791","64.735112792792791","0","64.735112792792791","10.549714954954956","0","0","0","10.549714954954956","54.185397837837833","54.185397837837833","64.735112792792791"
"E6","Home care","512.72758303172736","3.5401410105757933","509.18744202115158","4631.0600000000004","0","4631.0600000000004","5143.787583031728","3.5401410105757933","5140.247442021152","-24.82999492949471","-1.9217339365452411","4587.75","85.417722708578154","4646.4159938425382","493.83144817861375","497.37158918918976","469.00145324911887"
"E7","Day care","3586.4192222222223","288.49022222222226","3297.9290000000001","541.0153650793651","0","541.0153650793651","4127.4345873015873","288.49022222222226","3838.9443650793651","231.34141269841268","14.352","0","36.057000000000002","281.75041269841267","3557.1939523809524","3845.6841746031746","3788.5353650793654"
"E8","Equipment and adaptations","8.8322643807271675","0","8.8322643807271675","0","0","0","8.8322643807271675","0","8.8322643807271675","0","0","0","0","0","8.8322643807271675","8.8322643807271675","8.8322643807271675"
"E9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E10","Other services to adults with learning disabilities","122.52800000000001","0","122.52800000000001","127.023","0","127.023","249.55099999999999","0","249.55099999999999","0","0","127.273","0","127.273","122.27799999999999","122.27799999999999","122.27799999999999"
"E11","TOTAL ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES excl SP (LINES E1 to E10)","9215.1804752995922","337.66995897138395","8877.5105163282078","14055.298934526521","0","14055.298934526521","23270.479409826112","337.66995897138395","22932.809450854729","1403.0920482168308","490.04026606345474","6087.6670000000004","335.28540589149361","8316.0847201717788","14616.72473068295","14954.394689654333","16019.816778899782"
"E12","Supporting People (SP)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E13","TOTAL ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES incl SP (LINES E11+E12)","9215.1804752995922","337.66995897138395","8877.5105163282078","14055.298934526521","0","14055.298934526521","23270.479409826112","337.66995897138395","22932.809450854729","1403.0920482168308","490.04026606345474","6087.6670000000004","335.28540589149361","8316.0847201717788","14616.72473068295","14954.394689654333","16019.816778899782"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F:","ADULTS AGED UNDER 65 WITH  MENTAL HEALTH NEEDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F1","Assessment and care management","947.9553335933366","0.38168614444339383","947.57364744889321","1004.4275721925134","0","1004.4275721925134","1952.38290578585","0.38168614444339383","1952.0012196414066","0","23.042999999999999","0","76.302120628245945","99.345120628245951","1852.6560990131607","1853.037785157604","1852.6560990131607"
"F2","Nursing care placements","0","0","0","185.48652000000001","0","185.48652000000001","185.48652000000001","0","185.48652000000001","33.011249999999997","0","0","0","33.011249999999997","152.47527000000002","152.47527000000002","185.48652000000001"
"F3","Residential care placements","1","0","1","104.07314000000001","0","104.07314000000001","105.07314000000001","0","105.07314000000001","40.837029999999999","0","0","0","40.837029999999999","64.236110000000011","64.236110000000011","105.07314000000001"
"F4","Supported and other accommodation","123.474","22.581","100.893","530.26099999999997","0","530.26099999999997","653.73500000000001","22.581","631.154","0.012","0","0","102.253","102.265","528.88900000000001","551.47000000000003","528.90099999999995"
"F5","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F6","Home care","209.42968488836655","3.4839482961222092","205.94573659224434","0","0","0","209.42968488836655","3.4839482961222092","205.94573659224434","-24.435868025851942","-1.8912302232667448","0","84.061885840188012","57.73478759106932","148.21094900117504","151.69489729729725","123.77508097532308"
"F7","Day care","287.80200000000002","66.215000000000003","221.58700000000002","35.93","0","35.93","323.73200000000003","66.215000000000003","257.517","0","0.23999999999999999","0","17.09","17.329999999999998","240.18700000000001","306.40200000000004","240.18699999999998"
"F8","Equipment and adaptations","1.5771900679869937","0","1.5771900679869937","0","0","0","1.5771900679869937","0","1.5771900679869937","0","0","0","0","0","1.5771900679869937","1.5771900679869937","1.5771900679869937"
"F9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F10","Other services to adults with mental health needs","235.959","0","235.959","256.24400000000003","0","256.24400000000003","492.20300000000003","0","492.20300000000003","0","0","0","10.210000000000001","10.210000000000001","481.99300000000005","481.99300000000005","481.99300000000005"
"F11","TOTAL ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS excl SP (LINES F1 to F10)","1807.1972085496902","92.661634440565606","1714.5355741091246","2116.4222321925135","0","2116.4222321925135","3923.6194407422036","92.661634440565606","3830.9578063016379","49.424411974148043","21.391769776733252","0","289.9170064684339","360.73318821931525","3470.2246180823226","3562.8862525228883","3519.6490300564706"
"F12","Supporting People (SP)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F13","TOTAL ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS incl SP (LINES F11+F12)","1807.1972085496902","92.661634440565606","1714.5355741091246","2116.4222321925135","0","2116.4222321925135","3923.6194407422036","92.661634440565606","3830.9578063016379","49.424411974148043","21.391769776733252","0","289.9170064684339","360.73318821931525","3470.2246180823226","3562.8862525228883","3519.6490300564706"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G:","ASYLUM SEEKERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G1","Assessment and care management","1253.8239999999998","3.504","1250.3199999999999","0.873","0","0.873","1254.6969999999999","3.504","1251.193","0","0","0","0","0","1251.193","1254.6969999999999","1251.193"
"G2","Unaccompanied children","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"G3","Families","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"G4","Lone adults","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"G5","TOTAL ASYLUM SEEKERS (LINES G1 to G4)","1253.8239999999998","3.504","1250.3199999999999","0.873","0","0.873","1254.6969999999999","3.504","1251.193","0","0","0","0","0","1251.193","1254.6969999999999","1251.193"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H:","OTHER ADULT SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1","Assessment and care management","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"H2","HIV/AIDS","21.59","0","21.59","28.715","0","28.715","50.305","0","50.305","0","0","0","0","0","50.305","50.305","50.305"
"H3","Substance abuse (addictions)","5.1150000000000002","0","5.1150000000000002","299.572","0","299.572","304.68700000000001","0","304.68700000000001","0","0","0","0","0","304.68700000000001","304.68700000000001","304.68700000000001"
"H4","Other other adult services","585.83000000000004","0","585.83000000000004","134.98500000000001","0","134.98500000000001","720.81500000000005","0","720.81500000000005","0.34799999999999998","0.34799999999999998","0.34799999999999998","0.34799999999999998","1.3919999999999999","719.423","719.423","719.77100000000019"
"H5","TOTAL OTHER ADULT SERVICES excluding Supporting People (LINES H1 to H4)","612.53499999999997","0","612.53499999999997","463.27199999999999","0","463.27199999999999","1075.807","0","1075.807","0.34799999999999998","0.34799999999999998","0.34799999999999998","0.34799999999999998","1.3919999999999999","1074.415","1074.415","1074.7630000000001"
"H6","Supporting People","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"H7","TOTAL OTHER ADULT SERVICES including Supporting People (LINES H5+H6)","612.53499999999997","0","612.53499999999997","463.27199999999999","0","463.27199999999999","1075.807","0","1075.807","0.34799999999999998","0.34799999999999998","0.34799999999999998","0.34799999999999998","1.3919999999999999","1074.415","1074.415","1074.7630000000001"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I:","TOTAL PERSONAL SOCIAL SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
