"PSS EXPENDITURE IN 2006-07 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","PSS EX1 Return for 2006-07 Version 1a"
"A2","Complaints procedures","106.52173913043478","0","106.52173913043478","0","0","0","106.52173913043478","0","106.52173913043478","0","0","0","-1","-1","107.52173913043478","107.52173913043478","107.52173913043478"
NA,"of which (where known): Children's and families services","27.695652173913043","0","27.695652173913043","0","0","0","27.695652173913043","0","27.695652173913043","0","0","0","-1","-1","28.695652173913043","28.695652173913043","28.695652173913043"
NA,"Adults' services","78.826086956521735","0","78.826086956521735","0","0","0","78.826086956521735","0","78.826086956521735","0","0","0","0","0","78.826086956521735","78.826086956521735","78.826086956521735"
NA,"Generic services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","441","0","441","0","0","0","441","0","441","0","0","0","4","4","437","437","437"
NA,"of which (where known): Children's and families services","93.739130434782609","0","93.739130434782609","0","0","0","93.739130434782609","0","93.739130434782609","0","0","0","-1","-1","94.739130434782609","94.739130434782609","94.739130434782609"
NA,"Adults' services","347.26086956521738","0","347.26086956521738","0","0","0","347.26086956521738","0","347.26086956521738","0","0","0","5","5","342.26086956521738","342.26086956521738","342.26086956521738"
NA,"Generic services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","13518","68","13450","0","0","0","13518","68","13450","84","0","150","300","534","12916","12984","13000"
"BA2","Total children's services - commissioning and social work (line BA1)","13518","68","13450","0","0","0","13518","68","13450","84","0","150","300","534","12916","12984","13000"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","6733.2278955719021","53","6680.2278955719021","1232.6870041828934","0","1232.6870041828934","7965.9148997547954","53","7912.9148997547954","0","0","269","474","743","7169.9148997547954","7222.9148997547954","7169.9148997547954"
"BB2","Secure accommodation (welfare)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BB3","Fostering services","4688.1273618923988","0","4688.1273618923988","1959.4609837011394","0","1959.4609837011394","6647.5883455935382","0","6647.5883455935382","0","0","0","36","36","6611.5883455935382","6611.5883455935382","6611.5883455935382"
"BB4","Other children looked after services","526.49675465166592","1","525.49675465166592","0","0","0","526.49675465166592","1","525.49675465166592","0","0","0","2","2","523.49675465166592","524.49675465166592","523.49675465166592"
"BB5","Total children looked after (lines BB1 to BB4)","11947.852012115965","54","11893.852012115965","3192.1479878840328","0","3192.1479878840328","15140","54","15086","0","0","269","512","781","14305","14359","14305"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","692.98753665689151","6","686.98753665689151","0","0","0","692.98753665689151","6","686.98753665689151","0","0","0","109","109","577.98753665689151","583.98753665689151","577.98753665689151"
"BC2","Services for under 8s","883.28396871945256","78","805.28396871945256","0","0","0","883.28396871945256","78","805.28396871945256","1","0","0","12","13","792.28396871945256","870.28396871945256","793.28396871945256"
"BC3","Direct payments","0","0","0","514.42668621700875","0","514.42668621700875","514.42668621700875","0","514.42668621700875","0","0","0","66","66","448.42668621700875","448.42668621700875","448.42668621700875"
"BC4","Home care","9.7675953079178885","0","9.7675953079178885","0","0","0","9.7675953079178885","0","9.7675953079178885","0","0","0","0","0","9.7675953079178885","9.7675953079178885","9.7675953079178885"
"BC5","Equipment and adaptations","59.69086021505376","0","59.69086021505376","0","0","0","59.69086021505376","0","59.69086021505376","0","0","0","0","0","59.69086021505376","59.69086021505376","59.69086021505376"
"BC6","Other family support services","2368.8433528836754","4","2364.8433528836754","0","0","0","2368.8433528836754","4","2364.8433528836754","1","0","6","21","28","2336.8433528836754","2340.8433528836754","2337.8433528836754"
"BC7","Total family support services (lines BC1 to BC6)","4014.5733137829911","88","3926.5733137829911","514.42668621700875","0","514.42668621700875","4529","88","4441","2","0","6","208","216","4225","4313","4227"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","7194.2497855549836","1","7193.2497855549836","2.1751586893120605","0","2.1751586893120605","7196.4249442442961","1","7195.4249442442961","0","0","0","6870","6870","325.42494424429606","326.42494424429606","325.42494424429606"
"BD2","Youth offender teams","5479.22473837708","0","5479.22473837708","0","0","0","5479.22473837708","0","5479.22473837708","0","0","48","335","383","5096.22473837708","5096.22473837708","5096.22473837708"
"BD3","Other youth justice services","4.3503173786241209","0","4.3503173786241209","0","0","0","4.3503173786241209","0","4.3503173786241209","0","0","0","0","0","4.3503173786241209","4.3503173786241209","4.3503173786241209"
"BD4","Total youth justice (lines BD1 to BD3)","12677.824841310688","1","12676.824841310688","2.1751586893120605","0","2.1751586893120605","12680","1","12679","0","0","48","7205","7253","5426","5427","5426"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","1345.9156083572307","0","1345.9156083572307","102.02908643998362","0","102.02908643998362","1447.9446947972142","0","1447.9446947972142","0","0","0","31","31","1416.9446947972142","1416.9446947972142","1416.9446947972142"
"BE2","Leaving care services","1889.3672675133143","4","1885.3672675133143","7.5979106923392052","0","7.5979106923392052","1896.9651782056535","4","1892.9651782056535","0","0","0","186","186","1706.9651782056535","1710.9651782056535","1706.9651782056535"
"BE3","Other other children's and families services","1958.0901269971323","0","1958.0901269971323","0","0","0","1958.0901269971323","0","1958.0901269971323","1","0","132","342","475","1483.0901269971323","1483.0901269971323","1484.0901269971323"
"BE4","Total other children's and families services (lines BE1 to BE3)","5193.3730028676773","4","5189.3730028676773","109.62699713232283","0","109.62699713232283","5303","4","5299","1","0","132","559","692","4607","4611","4608"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES excluding SP (LINES BA2+BB5+BC7+BD4+BE4)","47351.623170077328","215","47136.623170077328","3818.3768299226763","0","3818.3768299226763","51170","215","50955","87","0","605","8784","9476","41479","41694","41566"
"B2","Supporting People (SP)","0","0","0","1137","0","1137","1137","0","1137","0","0","0","0","0","1137","1137","1137"
"B3","TOTAL CHILDREN'S AND FAMILIES SERVICES including SP (LINES BA2+BB5+BC7+BD4+BE4+B2)","47351.623170077328","215","47136.623170077328","4955.3768299226758","0","4955.3768299226758","52307","215","52092","87","0","605","8784","9476","42616","42831","42703"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","8522.9826266448781","69","8453.9826266448781","0","0","0","8522.9826266448781","69","8453.9826266448781","10","0","526","80","616","7837.9826266448781","7906.9826266448781","7847.9826266448781"
"C2","Nursing care placements","0","0","0","14648.711275479487","0","14648.711275479487","14648.711275479487","0","14648.711275479487","3896","0","38","0","3934","10714.711275479487","10714.711275479487","14610.711275479487"
"C3","Residential care placements","9088.8197872767414","187","8901.8197872767414","40690.86465410969","0","40690.86465410969","49779.684441386431","187","49592.684441386431","13373","0","232","53","13658","35934.684441386431","36121.684441386431","49307.684441386431"
"C4","Supported and other accommodation","0","0","0","55.979645078982827","0","55.979645078982827","55.979645078982827","0","55.979645078982827","0","0","0","0","0","55.979645078982827","55.979645078982827","55.979645078982827"
"C5","Direct payments","0","0","0","932.64201141022329","0","932.64201141022329","932.64201141022329","0","932.64201141022329","246","0","0","170","416","516.64201141022329","516.64201141022329","762.64201141022329"
"C6","Home care","9463.7286775035118","0","9463.7286775035118","16843.535850463002","0","16843.535850463002","26307.264527966516","0","26307.264527966516","7251","0","127","5","7383","18924.264527966516","18924.264527966516","26175.264527966516"
"C7","Day care","1318.5282818726528","125","1193.5282818726528","3117.9606089274962","0","3117.9606089274962","4436.4888908001485","125","4311.4888908001485","112","0","59","146","317","3994.4888908001485","4119.4888908001485","4106.4888908001485"
"C8","Equipment and adaptations","0","0","0","47.529887331211832","0","47.529887331211832","47.529887331211832","0","47.529887331211832","0","0","0","0","0","47.529887331211832","47.529887331211832","47.529887331211832"
"C9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C10","Other services to older people","430.82520569937788","2","428.82520569937788","1103.7496058025858","0","1103.7496058025858","1534.5748115019637","2","1532.5748115019637","2","0","26","0","28","1504.5748115019637","1506.5748115019637","1506.5748115019637"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","28824.88457899716","383","28441.88457899716","77440.973538602673","0","77440.973538602673","106265.85811759983","383","105882.85811759983","24890","0","1008","454","26352","79530.858117599826","79913.858117599826","104420.85811759983"
"C12","Supporting People","0","0","0","4643.1418824001603","0","4643.1418824001603","4643.1418824001603","0","4643.1418824001603","25","0","0","0","25","4618.1418824001603","4618.1418824001603","4643.1418824001603"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","28824.88457899716","383","28441.88457899716","82084.115421002833","0","82084.115421002833","110909","383","110526","24915","0","1008","454","26377","84149","84532","109064"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","3128.6021568055962","22","3106.6021568055962","1.0552317108714659","0","1.0552317108714659","3129.6573885164676","22","3107.6573885164676","2","0","0","14","16","3091.6573885164676","3113.6573885164676","3093.6573885164676"
"D2","Nursing care placements","0","0","0","1037.2927717866512","0","1037.2927717866512","1037.2927717866512","0","1037.2927717866512","143","0","71","0","214","823.2927717866512","823.2927717866512","966.2927717866512"
"D3","Residential care placements","0","0","0","1322.205333721947","0","1322.205333721947","1322.205333721947","0","1322.205333721947","168","0","54","0","222","1100.205333721947","1100.205333721947","1268.205333721947"
"D4","Supported and other accommodation","206.82541533080735","0","206.82541533080735","30.601719615272515","0","30.601719615272515","237.42713494607986","0","237.42713494607986","166","0","0","0","166","71.42713494607986","71.42713494607986","237.42713494607986"
"D5","Direct payments","0","0","0","915.94112503643248","0","915.94112503643248","915.94112503643248","0","915.94112503643248","20","0","0","1","21","894.94112503643248","894.94112503643248","914.94112503643248"
"D6","Home care","932.82483241037596","0","932.82483241037596","1641.9405421160011","0","1641.9405421160011","2574.7653745263769","0","2574.7653745263769","63","0","48","1","112","2462.7653745263769","2462.7653745263769","2525.7653745263769"
"D7","Day care","2288.8239580297286","267","2021.8239580297288","312.34858641795392","0","312.34858641795392","2601.1725444476824","267","2334.1725444476829","102","0","0","110","212","2122.1725444476829","2389.1725444476824","2224.1725444476829"
"D8","Equipment and adaptations","1794.9491401923638","0","1794.9491401923638","0","0","0","1794.9491401923638","0","1794.9491401923638","58","0","0","7","65","1729.9491401923638","1729.9491401923638","1787.9491401923638"
"D9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D10","Other services to adults with a physical disability or sensory impairment","0","0","0","312.34858641795392","0","312.34858641795392","312.34858641795392","0","312.34858641795392","0","0","0","0","0","312.34858641795392","312.34858641795392","312.34858641795392"
"D11","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC excl SP (LINES D1 to D10)","8352.0255027688727","289","8063.0255027688727","5573.7338968230833","0","5573.7338968230833","13925.759399591956","289","13636.759399591956","722","0","173","133","1028","12608.759399591956","12897.759399591956","13330.759399591956"
"D12","Supporting People (SP)","0","0","0","845.24060040804432","0","845.24060040804432","845.24060040804432","0","845.24060040804432","0","0","0","20","20","825.24060040804432","825.24060040804432","825.24060040804432"
"D13","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC incl SP (LINES D11+ D12)","8352.0255027688727","289","8063.0255027688727","6418.9744972311273","0","6418.9744972311273","14771","289","14482","722","0","173","153","1048","13434","13723","14156"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:","ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1","Assessment and care management","2100.5161390303297","32","2068.5161390303297","0","0","0","2100.5161390303297","32","2068.5161390303297","2","0","460","108","570","1498.5161390303297","1530.5161390303297","1500.5161390303297"
"E2","Nursing care placements","0","0","0","585.88638476865174","0","585.88638476865174","585.88638476865174","0","585.88638476865174","97","0","100","0","197","388.88638476865174","388.88638476865174","485.88638476865174"
"E3","Residential care placements","1357.4269205224707","16","1341.4269205224707","12769.372680982953","0","12769.372680982953","14126.799601505423","16","14110.799601505423","1638","0","2335","0","3973","10137.799601505423","10153.799601505423","11775.799601505423"
"E4","Supported and other accommodation","4921.0789019260574","97","4824.0789019260574","8826.2308611910557","0","8826.2308611910557","13747.309763117113","97","13650.309763117113","3553","0","5490","7","9050","4600.3097631171131","4697.3097631171131","8153.3097631171131"
"E5","Direct payments","0","0","0","1602.7575381890636","0","1602.7575381890636","1602.7575381890636","0","1602.7575381890636","60","0","0","93","153","1449.7575381890636","1449.7575381890636","1509.7575381890636"
"E6","Home care","308.74947974319241","0","308.74947974319241","567.97259242860309","0","567.97259242860309","876.7220721717955","0","876.7220721717955","197","0","201","0","398","478.7220721717955","478.7220721717955","675.7220721717955"
"E7","Day care","6906.071729023688","357","6549.071729023688","3517.4258135930927","0","3517.4258135930927","10423.49754261678","357","10066.49754261678","240","0","1057","101","1398","8668.4975426167803","9025.4975426167803","8908.4975426167803"
"E8","Equipment and adaptations","5.2687624529555013","0","5.2687624529555013","0","0","0","5.2687624529555013","0","5.2687624529555013","0","0","0","0","0","5.2687624529555013","5.2687624529555013","5.2687624529555013"
"E9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E10","Other services to adults with learning disabilities","430.98476865176002","0","430.98476865176002","189.67544830639804","0","189.67544830639804","620.66021695815812","0","620.66021695815812","0","0","509","27","536","84.660216958158117","84.660216958158117","84.660216958158117"
"E11","TOTAL ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES excl SP (LINES E1 to E10)","16030.096701350454","502","15528.096701350454","28059.321319459821","0","28059.321319459821","44089.418020810277","502","43587.418020810277","5787","0","10152","336","16275","27312.418020810277","27814.418020810277","33099.418020810277"
"E12","Supporting People (SP)","0","0","0","4010.5819791897275","0","4010.5819791897275","4010.5819791897275","0","4010.5819791897275","0","0","0","0","0","4010.5819791897275","4010.5819791897275","4010.5819791897275"
"E13","TOTAL ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES incl SP (LINES E11+E12)","16030.096701350454","502","15528.096701350454","32069.903298649548","0","32069.903298649548","48100","502","47598","5787","0","10152","336","16275","31323","31825","37110"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F:","ADULTS AGED UNDER 65 WITH  MENTAL HEALTH NEEDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F1","Assessment and care management","2605.1434369202225","8","2597.1434369202225","0","0","0","2605.1434369202225","8","2597.1434369202225","1","0","520","18","539","2058.1434369202225","2066.1434369202225","2059.1434369202225"
"F2","Nursing care placements","0","0","0","468.30299165120596","0","468.30299165120596","468.30299165120596","0","468.30299165120596","62","0","83","0","145","323.30299165120596","323.30299165120596","385.30299165120596"
"F3","Residential care placements","0","0","0","1411.1949211502783","0","1411.1949211502783","1411.1949211502783","0","1411.1949211502783","152","0","62","0","214","1197.1949211502783","1197.1949211502783","1349.1949211502783"
"F4","Supported and other accommodation","2.0953153988868274","0","2.0953153988868274","0","0","0","2.0953153988868274","0","2.0953153988868274","0","0","0","0","0","2.0953153988868274","2.0953153988868274","2.0953153988868274"
"F5","Direct payments","0","0","0","59.716488868274581","0","59.716488868274581","59.716488868274581","0","59.716488868274581","3","0","0","0","3","56.716488868274581","56.716488868274581","59.716488868274581"
"F6","Home care","77.526669758812616","0","77.526669758812616","434.7779452690167","0","434.7779452690167","512.3046150278293","0","512.3046150278293","44","0","3","0","47","465.3046150278293","465.3046150278293","509.3046150278293"
"F7","Day care","864.31760204081638","0","864.31760204081638","784.69561688311683","0","784.69561688311683","1649.0132189239332","0","1649.0132189239332","1","0","58","0","59","1590.0132189239332","1590.0132189239332","1591.0132189239332"
"F8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F10","Other services to adults with mental health needs","252.24721706864565","5","247.24721706864565","387.63334879406307","0","387.63334879406307","639.88056586270875","5","634.88056586270875","180","0","0","0","180","454.88056586270875","459.88056586270875","634.88056586270875"
"F11","TOTAL ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS excl SP (LINES F1 to F10)","3801.3302411873838","13","3788.3302411873838","3546.3213126159553","0","3546.3213126159553","7347.6515538033391","13","7334.6515538033391","443","0","726","18","1187","6147.6515538033391","6160.6515538033391","6590.6515538033391"
"F12","Supporting People (SP)","0","0","0","1700.3484461966605","0","1700.3484461966605","1700.3484461966605","0","1700.3484461966605","0","0","0","0","0","1700.3484461966605","1700.3484461966605","1700.3484461966605"
"F13","TOTAL ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS incl SP (LINES F11+F12)","3801.3302411873838","13","3788.3302411873838","5246.6697588126153","0","5246.6697588126153","9048","13","9035","443","0","726","18","1187","7848","7861","8291"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G:","ASYLUM SEEKERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G1","Assessment and care management","5","0","5","0","0","0","5","0","5","0","0","0","0","0","5","5","5"
"G2","Unaccompanied children","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"G3","Families","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"G4","Lone adults","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"G5","TOTAL ASYLUM SEEKERS (LINES G1 to G4)","5","0","5","0","0","0","5","0","5","0","0","0","0","0","5","5","5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H:","OTHER ADULT SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1","Assessment and care management","4.0659103187466235","0","4.0659103187466235","0","0","0","4.0659103187466235","0","4.0659103187466235","0","0","0","0","0","4.0659103187466235","4.0659103187466235","4.0659103187466235"
"H2","HIV/AIDS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"H3","Substance abuse (addictions)","326.28930307941653","0","326.28930307941653","86.400594273365755","0","86.400594273365755","412.68989735278228","0","412.68989735278228","6","0","38","1","45","367.68989735278228","367.68989735278228","373.68989735278228"
"H4","Other other adult services","0","0","0","632.24905456509998","0","632.24905456509998","632.24905456509998","0","632.24905456509998","0","0","0","0","0","632.24905456509998","632.24905456509998","632.24905456509998"
"H5","TOTAL OTHER ADULT SERVICES excluding Supporting People (LINES H1 to H4)","330.35521339816313","0","330.35521339816313","718.64964883846574","0","718.64964883846574","1049.0048622366289","0","1049.0048622366289","6","0","38","1","45","1004.0048622366289","1004.0048622366289","1010.0048622366289"
"H6","Supporting People","0","0","0","2713.9951377633711","0","2713.9951377633711","2713.9951377633711","0","2713.9951377633711","0","0","0","131","131","2582.9951377633711","2582.9951377633711","2582.9951377633711"
"H7","TOTAL OTHER ADULT SERVICES including Supporting People (LINES H5+H6)","330.35521339816313","0","330.35521339816313","3432.644786601837","0","3432.644786601837","3763","0","3763","6","0","38","132","176","3587","3587","3593"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I:","TOTAL PERSONAL SOCIAL SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I1","TOTAL PSS excluding Supporting People (LINES A3+B1+C11+D11+E11+F11+G5+H5)","105136.31540777936","1402","103734.31540777936","119157.37654626269","0","119157.37654626269","224293.69195404198","1402","222891.69195404198","31935","0","12702","9730","54367","168524.69195404198","169926.69195404198","200459.69195404198"
"I2","TOTAL Supporting People (LINES B2+C12+D12+E12+F12+H6)","0","0","0","15050.308045957963","0","15050.308045957963","15050.308045957963","0","15050.308045957963","25","0","0","151","176","14874.308045957963","14874.308045957963","14899.308045957963"
"I3","TOTAL PSS including Supporting People (LINES A3+B1+C13+D13+E13+F13+G5+H7)","105136.31540777936","1402","103734.31540777936","134207.68459222064","0","134207.68459222064","239344","1402","237942","31960","0","12702","9881","54543","183399","184801","215359"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J1","SUPPORTED EMPLOYMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"402",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K1","OTHER NON-PSS EXPENDITURE BY SOCIAL SERVICES DEPARTMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2089",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1","SPECIFIC GOVERNMENT GRANTS (Inside and outside Aggregated External Finance)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34890",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M1","ACTUAL TOTAL NET COST (LINES I3+J1+K1-L1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"152402",NA
NA,"(This should match total social services expenditure in the local authority's accounts)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memorandum","ACTUAL TOTAL NET COST on a pre FRS17 basis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145940",NA
