"PSS EXPENDITURE IN 2006-07 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","PSS EX1 Return for 2006-07 Version 1a"
"A2","Complaints procedures","42.80818007185799","0","42.80818007185799","0","0","0","42.80818007185799","0","42.80818007185799","0","0","0","0","0","42.80818007185799","42.80818007185799","42.80818007185799"
NA,"of which (where known): Children's and families services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Adults' services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Generic services","42.80818007185799","0","42.80818007185799","0","0","0","42.80818007185799","0","42.80818007185799","0","0","0","0","0","42.80818007185799","42.80818007185799","42.80818007185799"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","464.625369072605","0","464.625369072605","0","0","0","464.625369072605","0","464.625369072605","65","0","7","0","72","392.625369072605","392.625369072605","457.625369072605"
NA,"of which (where known): Children's and families services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Adults' services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Generic services","464.625369072605","0","464.625369072605","0","0","0","464.625369072605","0","464.625369072605","65","0","7","0","72","392.625369072605","392.625369072605","457.625369072605"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","6092.5929252368005","8","6084.5929252368005","631.85316399332919","0","631.85316399332919","6724.4460892301295","8","6716.4460892301295","111","0","31","38","180","6536.4460892301295","6544.4460892301295","6647.4460892301295"
"BA2","Total children's services - commissioning and social work (line BA1)","6092.5929252368005","8","6084.5929252368005","631.85316399332919","0","631.85316399332919","6724.4460892301295","8","6716.4460892301295","111","0","31","38","180","6536.4460892301295","6544.4460892301295","6647.4460892301295"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","4400.72965316515","51","4349.72965316515","9100.6532703191442","0","9100.6532703191442","13501.382923484294","51","13450.382923484294","65","0","135","0","200","13250.382923484294","13301.382923484294","13315.382923484294"
"BB2","Secure accommodation (welfare)","0","0","0","479.90231659700959","0","479.90231659700959","479.90231659700959","0","479.90231659700959","0","0","0","0","0","479.90231659700959","479.90231659700959","479.90231659700959"
"BB3","Fostering services","4331.1457365771121","0","4331.1457365771121","2415.9091564450823","0","2415.9091564450823","6747.0548930221939","0","6747.0548930221939","3","0","0","0","3","6744.0548930221939","6744.0548930221939","6747.0548930221939"
"BB4","Other children looked after services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BB5","Total children looked after (lines BB1 to BB4)","8731.8753897422612","51","8680.8753897422612","11996.464743361237","0","11996.464743361237","20728.340133103498","51","20677.340133103498","68","0","135","0","203","20474.340133103498","20525.340133103498","20542.340133103498"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","523.13843413306472","17","506.13843413306478","557.51749764117278","0","557.51749764117278","1080.6559317742376","17","1063.6559317742376","1","0","0","0","1","1062.6559317742376","1079.6559317742376","1063.6559317742376"
"BC2","Services for under 8s","200.05039621242085","0","200.05039621242085","0","0","0","200.05039621242085","0","200.05039621242085","0","0","0","0","0","200.05039621242085","200.05039621242085","200.05039621242085"
"BC3","Direct payments","0","0","0","56.844921328119582","0","56.844921328119582","56.844921328119582","0","56.844921328119582","0","0","0","0","0","56.844921328119582","56.844921328119582","56.844921328119582"
"BC4","Home care","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC5","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC6","Other family support services","608.89656114928096","0","608.89656114928096","145.39181801230586","0","145.39181801230586","754.28837916158682","0","754.28837916158682","6","0","0","0","6","748.28837916158682","748.28837916158682","754.28837916158682"
"BC7","Total family support services (lines BC1 to BC6)","1332.0853914947666","17","1315.0853914947666","759.75423698159818","0","759.75423698159818","2091.8396284763649","17","2074.8396284763649","7","0","0","0","7","2067.8396284763649","2084.8396284763649","2074.8396284763649"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","4222.9217517408833","0","4222.9217517408833","14.211230332029896","0","14.211230332029896","4237.1329820729134","0","4237.1329820729134","0","4108","0","0","4108","129.13298207291336","129.13298207291336","129.13298207291336"
"BD2","Youth offender teams","1496.179184863139","4","1492.179184863139","344.34904266072442","0","344.34904266072442","1840.5282275238633","4","1836.5282275238633","155","269","0","0","424","1412.5282275238633","1416.5282275238633","1567.5282275238633"
"BD3","Other youth justice services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD4","Total youth justice (lines BD1 to BD3)","5719.1009366040225","4","5715.1009366040225","358.56027299275434","0","358.56027299275434","6077.6612095967766","4","6073.6612095967766","155","4377","0","0","4532","1541.6612095967766","1545.6612095967766","1696.6612095967766"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","405.56665024485324","0","405.56665024485324","79.801524172167873","0","79.801524172167873","485.36817441702112","0","485.36817441702112","0","0","0","0","0","485.36817441702112","485.36817441702112","485.36817441702112"
"BE2","Leaving care services","1408.6322881789529","5","1403.6322881789529","184.74599431638865","0","184.74599431638865","1593.3782824953414","5","1588.3782824953414","0","0","0","0","0","1588.3782824953414","1593.3782824953414","1588.3782824953414"
"BE3","Other other children's and families services","626.79001327671062","289","337.79001327671062","1054.9105592622193","0","1054.9105592622193","1681.7005725389299","289","1392.7005725389299","32","0","25","0","57","1335.7005725389299","1624.7005725389299","1367.7005725389299"
"BE4","Total other children's and families services (lines BE1 to BE3)","2440.9889517005167","294","2146.9889517005167","1319.4580777507758","0","1319.4580777507758","3760.4470294512926","294","3466.4470294512926","32","0","25","0","57","3409.4470294512926","3703.4470294512926","3441.4470294512926"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES excluding SP (LINES BA2+BB5+BC7+BD4+BE4)","24316.643594778368","374","23942.643594778368","15066.090495079696","0","15066.090495079696","39382.734089858066","374","39008.734089858066","373","4377","191","38","4979","34029.734089858066","34403.734089858066","34402.734089858066"
"B2","Supporting People (SP)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"B3","TOTAL CHILDREN'S AND FAMILIES SERVICES including SP (LINES BA2+BB5+BC7+BD4+BE4+B2)","24316.643594778368","374","23942.643594778368","15066.090495079696","0","15066.090495079696","39382.734089858066","374","39008.734089858066","373","4377","191","38","4979","34029.734089858066","34403.734089858066","34402.734089858066"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","3836.1137829272066","9","3827.1137829272066","0","0","0","3836.1137829272066","9","3827.1137829272066","3","0","31","0","34","3793.1137829272066","3802.1137829272066","3796.1137829272066"
"C2","Nursing care placements","0","0","0","7753.7192586514802","0","7753.7192586514802","7753.7192586514802","0","7753.7192586514802","3925","0","0","0","3925","3828.7192586514802","3828.7192586514802","7753.7192586514802"
"C3","Residential care placements","2049.0956131682497","67","1982.0956131682499","15137.108327447208","0","15137.108327447208","17186.203940615458","67","17119.203940615458","4097","0","253","0","4350","12769.203940615458","12836.203940615458","16866.203940615458"
"C4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C5","Direct payments","0","0","0","727.39482067189533","0","727.39482067189533","727.39482067189533","0","727.39482067189533","0","0","0","0","0","727.39482067189533","727.39482067189533","727.39482067189533"
"C6","Home care","3088.6643297223036","0","3088.6643297223036","7941.6480117126084","0","7941.6480117126084","11030.312341434912","0","11030.312341434912","1410","0","6","0","1416","9614.312341434912","9614.312341434912","11024.312341434912"
"C7","Day care","1663.9217172860917","61","1602.9217172860917","578.15728147629386","0","578.15728147629386","2242.0789987623857","61","2181.0789987623857","224","0","0","0","224","1957.0789987623857","2018.0789987623857","2181.0789987623857"
"C8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C9","Meals","196.772459087534","0","196.772459087534","200.08884884743628","0","200.08884884743628","396.86130793497028","0","396.86130793497028","182","0","0","0","182","214.86130793497028","214.86130793497028","396.86130793497028"
"C10","Other services to older people","28.421853013203012","24","4.4218530132030107","0","0","0","28.421853013203012","24","4.4218530132030107","3","0","0","0","3","1.4218530132030107","25.421853013203012","4.4218530132030107"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","10862.98975520459","161","10701.98975520459","32338.116548806924","0","32338.116548806924","43201.106304011511","161","43040.106304011511","9844","0","290","0","10134","32906.106304011511","33067.106304011511","42750.106304011511"
"C12","Supporting People","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","10862.98975520459","161","10701.98975520459","32338.116548806924","0","32338.116548806924","43201.106304011511","161","43040.106304011511","9844","0","290","0","10134","32906.106304011511","33067.106304011511","42750.106304011511"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","868.3274133582255","0","868.3274133582255","0","0","0","868.3274133582255","0","868.3274133582255","94","0","26","0","120","748.3274133582255","748.3274133582255","842.3274133582255"
"D2","Nursing care placements","0","0","0","617.11319314138041","0","617.11319314138041","617.11319314138041","0","617.11319314138041","111","0","0","0","111","506.11319314138041","506.11319314138041","617.11319314138041"
"D3","Residential care placements","49.150608303295783","0","49.150608303295783","1318.3285382684003","0","1318.3285382684003","1367.479146571696","0","1367.479146571696","115","0","23","0","138","1229.479146571696","1229.479146571696","1344.479146571696"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D5","Direct payments","0","0","0","1052.9152534306031","0","1052.9152534306031","1052.9152534306031","0","1052.9152534306031","0","0","0","0","0","1052.9152534306031","1052.9152534306031","1052.9152534306031"
"D6","Home care","0","0","0","1505.1008498209244","0","1505.1008498209244","1505.1008498209244","0","1505.1008498209244","0","0","0","0","0","1505.1008498209244","1505.1008498209244","1505.1008498209244"
"D7","Day care","0","0","0","58.980729963954943","0","58.980729963954943","58.980729963954943","0","58.980729963954943","30","0","0","0","30","28.980729963954943","28.980729963954943","58.980729963954943"
"D8","Equipment and adaptations","2697.8222779809021","0","2697.8222779809021","0","0","0","2697.8222779809021","0","2697.8222779809021","150","0","974","0","1124","1573.8222779809021","1573.8222779809021","1723.8222779809021"
"D9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D10","Other services to adults with a physical disability or sensory impairment","443.87970288849021","19","424.87970288849021","0","0","0","443.87970288849021","19","424.87970288849021","0","0","0","0","0","424.87970288849021","443.87970288849021","424.87970288849021"
"D11","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC excl SP (LINES D1 to D10)","4059.1800025309135","19","4040.1800025309135","4552.438564625264","0","4552.438564625264","8611.618567156178","19","8592.618567156178","500","0","1023","0","1523","7069.618567156178","7088.618567156178","7569.618567156178"
"D12","Supporting People (SP)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D13","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC incl SP (LINES D11+ D12)","4059.1800025309135","19","4040.1800025309135","4552.438564625264","0","4552.438564625264","8611.618567156178","19","8592.618567156178","500","0","1023","0","1523","7069.618567156178","7088.618567156178","7569.618567156178"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:","ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1","Assessment and care management","778.15015404741268","0","778.15015404741268","0","0","0","778.15015404741268","0","778.15015404741268","2","0","130","419","551","227.15015404741268","227.15015404741268","229.15015404741268"
"E2","Nursing care placements","0","0","0","613.12111856825641","0","613.12111856825641","613.12111856825641","0","613.12111856825641","98","0","284","0","382","231.12111856825641","231.12111856825641","329.12111856825641"
"E3","Residential care placements","608.74948848933832","0","608.74948848933832","3047.0261650058806","0","3047.0261650058806","3655.7756534952186","0","3655.7756534952186","134","0","331","317","782","2873.7756534952186","2873.7756534952186","3007.7756534952186"
"E4","Supported and other accommodation","5.4645375986475617","0","5.4645375986475617","473.22895604287891","0","473.22895604287891","478.69349364152646","0","478.69349364152646","9","0","10","0","19","459.69349364152646","459.69349364152646","468.69349364152646"
"E5","Direct payments","0","0","0","496.18001395719864","0","496.18001395719864","496.18001395719864","0","496.18001395719864","0","0","0","0","0","496.18001395719864","496.18001395719864","496.18001395719864"
"E6","Home care","4669.9938318042059","0","4669.9938318042059","4946.4994342957734","0","4946.4994342957734","9616.4932660999802","0","9616.4932660999802","300","0","2979","143","3422","6194.4932660999802","6194.4932660999802","6494.4932660999802"
"E7","Day care","3443.7005764715127","177","3266.7005764715127","584.70552305528906","0","584.70552305528906","4028.4060995268019","177","3851.4060995268019","283","0","17","0","300","3551.4060995268019","3728.4060995268019","3834.4060995268019"
"E8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E10","Other services to adults with learning disabilities","12","12","0","0","0","0","12","12","0","0","0","0","0","0","0","12","0"
"E11","TOTAL ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES excl SP (LINES E1 to E10)","9518.0585884111169","189","9329.0585884111169","10160.761210925277","0","10160.761210925277","19678.819799336394","189","19489.819799336394","826","0","3751","879","5456","14033.819799336394","14222.819799336394","14859.819799336394"
"E12","Supporting People (SP)","32.787225591885374","0","32.787225591885374","0","0","0","32.787225591885374","0","32.787225591885374","0","0","0","0","0","32.787225591885374","32.787225591885374","32.787225591885374"
"E13","TOTAL ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES incl SP (LINES E11+E12)","9550.8458140030016","189","9361.8458140030016","10160.761210925277","0","10160.761210925277","19711.607024928278","189","19522.607024928278","826","0","3751","879","5456","14066.607024928278","14255.607024928278","14892.607024928278"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F:","ADULTS AGED UNDER 65 WITH  MENTAL HEALTH NEEDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F1","Assessment and care management","2047.5808849351549","9","2038.5808849351549","0","0","0","2047.5808849351549","9","2038.5808849351549","2","0","659","0","661","1377.5808849351549","1386.5808849351549","1379.5808849351549"
"F2","Nursing care placements","0","0","0","604.06486677114287","0","604.06486677114287","604.06486677114287","0","604.06486677114287","118","0","145","0","263","341.06486677114287","341.06486677114287","459.06486677114287"
"F3","Residential care placements","8.8345867169454166","0","8.8345867169454166","2099.3186686141548","0","2099.3186686141548","2108.1532553311004","0","2108.1532553311004","235","0","189","0","424","1684.1532553311004","1684.1532553311004","1919.1532553311004"
"F4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F5","Direct payments","0","0","0","37.546993547018019","0","37.546993547018019","37.546993547018019","0","37.546993547018019","0","0","0","0","0","37.546993547018019","37.546993547018019","37.546993547018019"
"F6","Home care","1571.2359452957571","55","1516.2359452957571","1201.5037935045766","0","1201.5037935045766","2772.7397388003337","55","2717.7397388003337","2","0","53","0","55","2662.7397388003337","2717.7397388003337","2664.7397388003337"
"F7","Day care","279.51598481027162","20","259.51598481027162","0","0","0","279.51598481027162","20","259.51598481027162","0","0","62","0","62","197.51598481027162","217.51598481027162","197.51598481027162"
"F8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F10","Other services to adults with mental health needs","14","14","0","0","0","0","14","14","0","0","0","0","0","0","0","14","0"
"F11","TOTAL ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS excl SP (LINES F1 to F10)","3921.1674017581295","98","3823.1674017581295","3942.4343224368922","0","3942.4343224368922","7863.6017241950212","98","7765.6017241950212","357","0","1108","0","1465","6300.6017241950212","6398.6017241950212","6657.6017241950212"
"F12","Supporting People (SP)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F13","TOTAL ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS incl SP (LINES F11+F12)","3921.1674017581295","98","3823.1674017581295","3942.4343224368922","0","3942.4343224368922","7863.6017241950212","98","7765.6017241950212","357","0","1108","0","1465","6300.6017241950212","6398.6017241950212","6657.6017241950212"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G:","ASYLUM SEEKERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G1","Assessment and care management","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"G2","Unaccompanied children","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"G3","Families","79.351748425883102","0","79.351748425883102","0","0","0","79.351748425883102","0","79.351748425883102","0","0","0","0","0","79.351748425883102","79.351748425883102","79.351748425883102"
"G4","Lone adults","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"G5","TOTAL ASYLUM SEEKERS (LINES G1 to G4)","79.351748425883102","0","79.351748425883102","0","0","0","79.351748425883102","0","79.351748425883102","0","0","0","0","0","79.351748425883102","79.351748425883102","79.351748425883102"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H:","OTHER ADULT SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1","Assessment and care management","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"H2","HIV/AIDS","63.690219131300914","0","63.690219131300914","0","0","0","63.690219131300914","0","63.690219131300914","0","0","0","0","0","63.690219131300914","63.690219131300914","63.690219131300914"
"H3","Substance abuse (addictions)","1652.6369837430188","4","1648.6369837430188","3031.0279694781402","0","3031.0279694781402","4683.6649532211595","4","4679.6649532211595","289","0","1710","325","2324","2355.6649532211595","2359.6649532211595","2644.6649532211595"
"H4","Other other adult services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"H5","TOTAL OTHER ADULT SERVICES excluding Supporting People (LINES H1 to H4)","1716.3272028743197","4","1712.3272028743197","3031.0279694781402","0","3031.0279694781402","4747.3551723524597","4","4743.3551723524597","289","0","1710","325","2324","2419.3551723524597","2423.3551723524597","2708.3551723524597"
"H6","Supporting People","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"H7","TOTAL OTHER ADULT SERVICES including Supporting People (LINES H5+H6)","1716.3272028743197","4","1712.3272028743197","3031.0279694781402","0","3031.0279694781402","4747.3551723524597","4","4743.3551723524597","289","0","1710","325","2324","2419.3551723524597","2423.3551723524597","2708.3551723524597"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I:","TOTAL PERSONAL SOCIAL SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I1","TOTAL PSS excluding Supporting People (LINES A3+B1+C11+D11+E11+F11+G5+H5)","54938.34366305593","845","54093.34366305593","69090.869111352193","0","69090.869111352193","124029.21277440811","845","123184.21277440811","12254","4377","8080","1242","25953","97231.212774408108","98076.212774408108","109485.21277440811"
"I2","TOTAL Supporting People (LINES B2+C12+D12+E12+F12+H6)","32.787225591885374","0","32.787225591885374","0","0","0","32.787225591885374","0","32.787225591885374","0","0","0","0","0","32.787225591885374","32.787225591885374","32.787225591885374"
"I3","TOTAL PSS including Supporting People (LINES A3+B1+C13+D13+E13+F13+G5+H7)","54971.130888647822","845","54126.130888647822","69090.869111352193","0","69090.869111352193","124062","845","123217","12254","4377","8080","1242","25953","97264","98109","109518"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J1","SUPPORTED EMPLOYMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"302",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K1","OTHER NON-PSS EXPENDITURE BY SOCIAL SERVICES DEPARTMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17903",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1","SPECIFIC GOVERNMENT GRANTS (Inside and outside Aggregated External Finance)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16518",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M1","ACTUAL TOTAL NET COST (LINES I3+J1+K1-L1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99796",NA
NA,"(This should match total social services expenditure in the local authority's accounts)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memorandum","ACTUAL TOTAL NET COST on a pre FRS17 basis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96679",NA
