"PSS EXPENDITURE IN 2006-07 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","PSS EX1 Return for 2006-07 Version 1a"
NA,"Adults' services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Generic services","31","0","31","0","0","0","31","0","31","0","0","0","0","0","31","31","31"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","488","0","488","0","0","0","488","0","488","0","0","0","130","130","358","358","358"
NA,"of which (where known): Children's and families services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Adults' services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Generic services","488","0","488","0","0","0","488","0","488","0","0","0","130","130","358","358","358"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","4217.1006632697317","11.220000000000001","4205.8806632697315","433.64333673026908","0","433.64333673026908","4650.7440000000006","11.220000000000001","4639.5240000000003","10.754","0","3.3380000000000001","19.169","33.260999999999996","4606.2629999999999","4617.4830000000002","4617.0170000000007"
"BA2","Total children's services - commissioning and social work (line BA1)","4217.1006632697317","11.220000000000001","4205.8806632697315","433.64333673026908","0","433.64333673026908","4650.7440000000006","11.220000000000001","4639.5240000000003","10.754","0","3.3380000000000001","19.169","33.260999999999996","4606.2629999999999","4617.4830000000002","4617.0170000000007"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","1304.7290201029682","24.629999999999999","1280.0990201029681","764.62421364529814","0","764.62421364529814","2069.3532337482666","24.629999999999999","2044.7232337482662","0","0","0","2.0350000000000001","2.0350000000000001","2042.6882337482662","2067.3182337482667","2042.6882337482662"
"BB2","Secure accommodation (welfare)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BB3","Fostering services","1976.7908534616138","6.7320000000000002","1970.0588534616138","241.38401190920641","0","241.38401190920641","2218.17486537082","6.7320000000000002","2211.4428653708201","0.84999999999999998","0","0","1.22","2.0699999999999998","2209.3728653708199","2216.1048653708199","2210.2228653708203"
"BB4","Other children looked after services","739.24094697317514","0","739.24094697317514","40.004953907738447","0","40.004953907738447","779.24590088091361","0","779.24590088091361","0.094","0","0","26.632999999999999","26.727","752.51890088091363","752.51890088091363","752.61290088091357"
"BB5","Total children looked after (lines BB1 to BB4)","4020.7608205377569","31.361999999999998","3989.3988205377568","1046.013179462243","0","1046.013179462243","5066.7739999999994","31.361999999999998","5035.4120000000003","0.94399999999999995","0","0","29.887999999999998","30.832000000000001","5004.5799999999999","5035.9419999999991","5005.5240000000003"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","243.75720946324921","0","243.75720946324921","0","0","0","243.75720946324921","0","243.75720946324921","0.108","0","0","0","0.108","243.64920946324921","243.64920946324921","243.75720946324921"
"BC2","Services for under 8s","207.77263153684754","1.3","206.47263153684753","235.88009299973064","0","235.88009299973064","443.65272453657815","1.3","442.35272453657819","0.20599999999999999","0","0","0.503","0.70899999999999996","441.64372453657819","442.94372453657815","441.84972453657821"
"BC3","Direct payments","0","0","0","83.622174774009594","0","83.622174774009594","83.622174774009594","0","83.622174774009594","3.2120000000000002","0","0","0","3.2120000000000002","80.41017477400959","80.41017477400959","83.622174774009594"
"BC4","Home care","20.273042371546921","0","20.273042371546921","7.5691158197837414","0","7.5691158197837414","27.842158191330661","0","27.842158191330661","0.17999999999999999","0","1.9610000000000001","11.106","13.247","14.595158191330661","14.595158191330661","14.775158191330663"
"BC5","Equipment and adaptations","75.328157439149933","0","75.328157439149933","0.044000091962120284","0","0.044000091962120284","75.372157531112052","0","75.372157531112052","0","0","0","0","0","75.372157531112052","75.372157531112052","75.372157531112052"
"BC6","Other family support services","1463.9331585934481","0.52200000000000002","1463.4111585934481","199.47441691027231","0","199.47441691027231","1663.4075755037204","0.52200000000000002","1662.8855755037205","0.19600000000000001","0","0","2.181","2.3770000000000002","1660.5085755037205","1661.0305755037205","1660.7045755037204"
"BC7","Total family support services (lines BC1 to BC6)","2011.0641994042414","1.8220000000000001","2009.2421994042415","526.58980059575845","0","526.58980059575845","2537.654","1.8220000000000001","2535.8319999999999","3.9020000000000006","0","1.9610000000000001","13.789999999999999","19.652999999999999","2516.1790000000001","2518.0010000000002","2520.0810000000001"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","269.75830001451828","0","269.75830001451828","269.75830001451828","0","269.75830001451828","0","0","0","0","0","269.75830001451828","269.75830001451828","269.75830001451828"
"BD2","Youth offender teams","390.66794980061559","0","390.66794980061559","110.54022047174742","0","110.54022047174742","501.20817027236302","0","501.20817027236302","2.6480000000000001","0","0","8.6980000000000004","11.346","489.86217027236302","489.86217027236302","492.51017027236304"
"BD3","Other youth justice services","604.84120827929303","0","604.84120827929303","0.009321433825664454","0","0.009321433825664454","604.8505297131187","0","604.8505297131187","0.26000000000000001","0","0","88.302999999999997","88.563000000000002","516.28752971311872","516.28752971311872","516.54752971311871"
"BD4","Total youth justice (lines BD1 to BD3)","995.50915807990862","0","995.50915807990862","380.30784192009139","0","380.30784192009139","1375.817","0","1375.817","2.9080000000000004","0","0","97.001000000000005","99.909000000000006","1275.9079999999999","1275.9079999999999","1278.816"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","254.135168471432","4.4880000000000004","249.647168471432","429.2427661617088","0","429.2427661617088","683.37793463314074","4.4880000000000004","678.8899346331408","0.248","0","0","4.1200000000000001","4.3680000000000003","674.52193463314075","679.00993463314069","674.76993463314079"
"BE2","Leaving care services","701.88355006988468","0","701.88355006988468","320.34139402239128","0","320.34139402239128","1022.224944092276","0","1022.224944092276","1.0449999999999999","0","0","44.259999999999998","45.305","976.91994409227607","976.91994409227607","977.96494409227603"
"BE3","Other other children's and families services","169.8166286936511","13.602","156.21462869365109","13.350492580932077","0","13.350492580932077","183.16712127458317","13.602","169.56512127458316","0.002","0","0","41.567999999999998","41.57","127.99512127458317","141.59712127458317","127.99712127458317"
"BE4","Total other children's and families services (lines BE1 to BE3)","1125.8353472349677","18.09","1107.7453472349678","762.93465276503207","0","762.93465276503207","1888.77","18.09","1870.6800000000001","1.2949999999999999","0","0","89.947999999999993","91.242999999999995","1779.4369999999999","1797.5269999999998","1780.7319999999997"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES excluding SP (LINES BA2+BB5+BC7+BD4+BE4)","12370.270188526607","62.494","12307.776188526606","3149.488811473394","0","3149.488811473394","15519.759000000002","62.494","15457.264999999999","19.803000000000004","0","5.2990000000000004","249.79599999999999","274.89799999999997","15182.367","15244.861000000003","15202.17"
"B2","Supporting People (SP)","573.53700000000003","0","573.53700000000003","24.896000000000001","0","24.896000000000001","598.43299999999999","0","598.43299999999999","0","0","0","0","0","598.43299999999999","598.43299999999999","598.43299999999999"
"B3","TOTAL CHILDREN'S AND FAMILIES SERVICES including SP (LINES BA2+BB5+BC7+BD4+BE4+B2)","12943.807188526607","62.494","12881.313188526607","3174.3848114733942","0","3174.3848114733942","16118.192000000001","62.494","16055.698","19.803000000000004","0","5.2990000000000004","249.79599999999999","274.89799999999997","15780.799999999999","15843.294000000002","15800.602999999999"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","3156.8456825579169","2","3154.8456825579169","150","0","150","3306.8456825579169","2","3304.8456825579169","8","0","19","109","136","3168.8456825579169","3170.8456825579169","3176.8456825579169"
"C2","Nursing care placements","0","0","0","2749","0","2749","2749","0","2749","894","0","6","99","999","1750","1750","2644"
"C3","Residential care placements","3620.4351905035419","5","3615.4351905035419","11303","0","11303","14923.435190503542","5","14918.435190503542","4110","0","26","519","4655","10263.435190503542","10268.435190503542","14373.435190503542"
"C4","Supported and other accommodation","19.244686961516372","0","19.244686961516372","6","0","6","25.244686961516372","0","25.244686961516372","0","0","2","9","11","14.244686961516372","14.244686961516372","14.244686961516372"
"C5","Direct payments","0","0","0","187","0","187","187","0","187","30","0","0","0","30","157","157","187"
"C6","Home care","3529.4755887421024","0","3529.4755887421024","3081","0","3081","6610.4755887421024","0","6610.4755887421024","890","0","45","126","1061","5549.4755887421024","5549.4755887421024","6439.4755887421024"
"C7","Day care","1002.0832854681217","36","966.08328546812174","128","0","128","1130.0832854681216","36","1094.0832854681216","46","0","2","38","86","1008.0832854681216","1044.0832854681216","1054.0832854681216"
"C8","Equipment and adaptations","539.43633926861958","7","532.43633926861958","0","0","0","539.43633926861958","7","532.43633926861958","6","0","51","14","71","461.43633926861958","468.43633926861958","467.43633926861958"
"C9","Meals","216.82347309975108","0","216.82347309975108","44","0","44","260.82347309975108","0","260.82347309975108","172","0","0","0","172","88.823473099751084","88.823473099751084","260.82347309975108"
"C10","Other services to older people","1327.8834003446295","0","1327.8834003446295","367","0","367","1694.8834003446295","0","1694.8834003446295","0","0","407","0","407","1287.8834003446295","1287.8834003446295","1287.8834003446295"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","13412.227646946199","50","13362.227646946199","18015","0","18015","31427.227646946201","50","31377.227646946201","6156","0","558","914","7628","23749.227646946201","23799.227646946201","29905.227646946201"
"C12","Supporting People","39.772353053800501","0","39.772353053800501","0","0","0","39.772353053800501","0","39.772353053800501","0","0","0","0","0","39.772353053800501","39.772353053800501","39.772353053800501"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","13452","50","13402","18015","0","18015","31467","50","31417","6156","0","558","914","7628","23789","23839","29945"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","687.61934338952972","0","687.61934338952972","59","0","59","746.61934338952972","0","746.61934338952972","-1","0","3","1","3","743.61934338952972","743.61934338952972","742.61934338952972"
"D2","Nursing care placements","0","0","0","341","0","341","341","0","341","62","0","12","8","82","259","259","321"
"D3","Residential care placements","34.449866903283052","0","34.449866903283052","766","0","766","800.44986690328301","0","800.44986690328301","139","0","28","18","185","615.44986690328301","615.44986690328301","754.44986690328301"
"D4","Supported and other accommodation","20.669920141969833","0","20.669920141969833","6","0","6","26.669920141969833","0","26.669920141969833","0","0","2","9","11","15.669920141969833","15.669920141969833","15.669920141969833"
"D5","Direct payments","0","0","0","362","0","362","362","0","362","38","0","0","0","38","324","324","362"
"D6","Home care","73.033717834960072","0","73.033717834960072","565","0","565","638.03371783496004","0","638.03371783496004","76","0","16","28","120","518.03371783496004","518.03371783496004","594.03371783496004"
"D7","Day care","485.14019520851821","18","467.14019520851821","44","0","44","529.14019520851821","18","511.14019520851821","1","0","0","17","18","493.14019520851821","511.14019520851821","494.14019520851821"
"D8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D10","Other services to adults with a physical disability or sensory impairment","0","0","0","25","0","25","25","0","25","0","0","0","0","0","25","25","25"
"D11","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC excl SP (LINES D1 to D10)","1300.9130434782608","18","1282.9130434782608","2168","0","2168","3468.913043478261","18","3450.913043478261","315","0","61","81","457","2993.913043478261","3011.913043478261","3308.913043478261"
"D12","Supporting People (SP)","270.08695652173913","0","270.08695652173913","0","0","0","270.08695652173913","0","270.08695652173913","0","0","0","0","0","270.08695652173913","270.08695652173913","270.08695652173913"
"D13","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC incl SP (LINES D11+ D12)","1571","18","1553","2168","0","2168","3739","18","3721","315","0","61","81","457","3264","3282","3579"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:","ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1","Assessment and care management","424.41450035773909","0","424.41450035773909","8","0","8","432.41450035773909","0","432.41450035773909","0","173","0","12","185","247.41450035773909","247.41450035773909","247.41450035773909"
"E2","Nursing care placements","0","0","0","772","0","772","772","0","772","83","218","0","26","327","445","445","528"
"E3","Residential care placements","1547.1206773193417","24","1523.1206773193417","2898","0","2898","4445.1206773193417","24","4421.1206773193417","360","1077","0","359","1796","2625.1206773193417","2649.1206773193417","2985.1206773193417"
"E4","Supported and other accommodation","536.16861435726207","0","536.16861435726207","22","0","22","558.16861435726207","0","558.16861435726207","1","87","0","234","322","236.16861435726207","236.16861435726207","237.16861435726207"
"E5","Direct payments","0","0","0","86","0","86","86","0","86","8","0","0","0","8","78","78","86"
"E6","Home care","254.89983305509182","0","254.89983305509182","795","0","795","1049.8998330550919","0","1049.8998330550919","51","238","0","78","367","682.8998330550919","682.8998330550919","733.8998330550919"
"E7","Day care","1776.6062485094205","35","1741.6062485094205","52","0","52","1828.6062485094205","35","1793.6062485094205","20","487","0","30","537","1256.6062485094205","1291.6062485094205","1276.6062485094205"
"E8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E10","Other services to adults with learning disabilities","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"E11","TOTAL ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES excl SP (LINES E1 to E10)","4539.2098735988548","59","4480.2098735988548","4633","0","4633","9172.2098735988548","59","9113.2098735988548","523","2280","0","739","3542","5571.2098735988548","5630.2098735988548","6094.2098735988548"
"E12","Supporting People (SP)","784.79012640114479","0","784.79012640114479","0","0","0","784.79012640114479","0","784.79012640114479","0","0","0","0","0","784.79012640114479","784.79012640114479","784.79012640114479"
"E13","TOTAL ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES incl SP (LINES E11+E12)","5324","59","5265","4633","0","4633","9957","59","9898","523","2280","0","739","3542","6356","6415","6879"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F:","ADULTS AGED UNDER 65 WITH  MENTAL HEALTH NEEDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F1","Assessment and care management","630.47280334728032","0","630.47280334728032","36","0","36","666.47280334728032","0","666.47280334728032","1","163","0","0","164","502.47280334728032","502.47280334728032","503.47280334728032"
"F2","Nursing care placements","0","0","0","769","0","769","769","0","769","103","26","0","12","141","628","628","731"
"F3","Residential care placements","13.362622036262204","0","13.362622036262204","504","0","504","517.36262203626222","0","517.36262203626222","69","17","0","8","94","423.36262203626222","423.36262203626222","492.36262203626222"
"F4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F5","Direct payments","0","0","0","6","0","6","6","0","6","0","0","0","0","0","6","6","6"
"F6","Home care","6.0739191073919105","0","6.0739191073919105","21","0","21","27.073919107391909","0","27.073919107391909","0","0","0","3","3","24.073919107391909","24.073919107391909","24.073919107391909"
"F7","Day care","907.68340306834034","112","795.68340306834034","4","0","4","911.68340306834034","112","799.68340306834034","3","117","0","5","125","674.68340306834034","786.68340306834034","677.68340306834034"
"F8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F10","Other services to adults with mental health needs","185.86192468619248","0","185.86192468619248","119","0","119","304.86192468619248","0","304.86192468619248","-4","110","0","0","106","198.86192468619248","198.86192468619248","194.86192468619248"
"F11","TOTAL ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS excl SP (LINES F1 to F10)","1743.4546722454672","112","1631.4546722454672","1459","0","1459","3202.454672245467","112","3090.454672245467","172","433","0","28","633","2457.454672245467","2569.454672245467","2629.454672245467"
"F12","Supporting People (SP)","110.54532775453278","0","110.54532775453278","2","0","2","112.54532775453278","0","112.54532775453278","0","0","0","0","0","112.54532775453278","112.54532775453278","112.54532775453278"
"F13","TOTAL ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS incl SP (LINES F11+F12)","1854","112","1742","1461","0","1461","3315","112","3203","172","433","0","28","633","2570","2682","2742"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G:","ASYLUM SEEKERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G1","Assessment and care management","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"G2","Unaccompanied children","7","0","7","9","0","9","16","0","16","0","0","0","0","0","16","16","16"
"G3","Families","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"G4","Lone adults","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"G5","TOTAL ASYLUM SEEKERS (LINES G1 to G4)","7","0","7","9","0","9","16","0","16","0","0","0","0","0","16","16","16"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H:","OTHER ADULT SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1","Assessment and care management","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"H2","HIV/AIDS","63","0","63","16","0","16","79","0","79","0","0","0","0","0","79","79","79"
"H3","Substance abuse (addictions)","10","0","10","90","0","90","100","0","100","3","0","1","7","11","89","89","92"
"H4","Other other adult services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"H5","TOTAL OTHER ADULT SERVICES excluding Supporting People (LINES H1 to H4)","73","0","73","106","0","106","179","0","179","3","0","1","7","11","168","168","171"
"H6","Supporting People","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"H7","TOTAL OTHER ADULT SERVICES including Supporting People (LINES H5+H6)","73","0","73","106","0","106","179","0","179","3","0","1","7","11","168","168","171"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I:","TOTAL PERSONAL SOCIAL SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I1","TOTAL PSS excluding Supporting People (LINES A3+B1+C11+D11+E11+F11+G5+H5)","33934.075424795388","301.49400000000003","33632.581424795389","29539.488811473395","0","29539.488811473395","63473.564236268787","301.49400000000003","63172.070236268788","7188.8029999999999","2713","625.29899999999998","2148.7960000000003","12675.898000000001","50496.172236268787","50797.666236268793","57684.975236268787"
"I2","TOTAL Supporting People (LINES B2+C12+D12+E12+F12+H6)","1778.7317637312174","0","1778.7317637312174","26.896000000000001","0","26.896000000000001","1805.6277637312171","0","1805.6277637312171","0","0","0","0","0","1805.6277637312171","1805.6277637312171","1805.6277637312171"
"I3","TOTAL PSS including Supporting People (LINES A3+B1+C13+D13+E13+F13+G5+H7)","35712.807188526611","301.49400000000003","35411.313188526612","29566.384811473396","0","29566.384811473396","65279.192000000003","301.49400000000003","64977.698000000004","7188.8029999999999","2713","625.29899999999998","2148.7960000000003","12675.898000000001","52301.800000000003","52603.294000000002","59490.603000000003"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J1","SUPPORTED EMPLOYMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1371",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K1","OTHER NON-PSS EXPENDITURE BY SOCIAL SERVICES DEPARTMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3385",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1","SPECIFIC GOVERNMENT GRANTS (Inside and outside Aggregated External Finance)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12376",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M1","ACTUAL TOTAL NET COST (LINES I3+J1+K1-L1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44983.294000000002",NA
NA,"(This should match total social services expenditure in the local authority's accounts)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memorandum","ACTUAL TOTAL NET COST on a pre FRS17 basis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44832.686000000002",NA
